employee_id,department,role,privilege_level,security_training_completed,previous_training_score,total_simulations,emails_opened,links_clicked,attachments_opened,credentials_submitted,phishing_emails_reported,simulations_failed,remediation_trainings,targeted_scenarios,average_failure_probability,average_reporting_time_seconds,targeted_attack_failure_rate,email_open_rate,click_rate,attachment_open_rate,credential_submission_rate,reporting_rate,failure_rate,remediation_rate,non_failure_rate,report_to_failure_ratio,privilege_risk_value,training_risk,reporting_quality,privilege_risk_normalized,failure_risk_component,credential_risk_component,click_risk_component,training_risk_component,targeted_risk_component,privilege_risk_component,reporting_reduction,raw_risk_score,risk_score,risk_level,recommended_action,primary_risk_driver
EMP0144,Operations,Operations Manager,Medium,1,78,10,8,1,1,0,5,3,3,0,0.3104,263.8,0.0,0.8,0.1,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,2,0.22,0.5,0.3333333333333333,9.0,0.0,1.5,2.2,0.0,3.333333333333333,2.5,13.533333333333331,14.25,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0145,Legal,Compliance Analyst,High,1,95,10,9,2,2,1,6,4,4,0,0.2958,139.6667,0.0,0.9,0.2,0.2,0.1,0.6,0.4,0.4,0.6,1.5,3,0.05,0.6,0.6666666666666666,12.0,2.0,3.0,0.5,0.0,6.666666666666666,3.0,21.166666666666664,22.28,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0146,Information Technology,IT Support Analyst,High,1,89,10,10,0,0,0,7,0,0,1,0.1714,292.5714,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,1.0,3.0,3,0.11,0.7,0.6666666666666666,0.0,0.0,0.0,1.1,0.0,6.666666666666666,3.5,4.266666666666666,4.49,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0147,Marketing,Marketing Manager,Low,1,100,10,9,1,1,0,8,2,2,0,0.1928,305.875,0.0,0.9,0.1,0.1,0.0,0.8,0.2,0.2,0.8,3.0,1,0.0,0.8,0.0,6.0,0.0,1.5,0.0,0.0,0.0,4.0,3.5,3.68,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0148,Operations,Operations Specialist,Low,1,68,10,7,1,0,1,5,2,2,0,0.2881,615.6,0.0,0.7,0.1,0.0,0.1,0.5,0.2,0.2,0.8,2.5,1,0.32,0.5,0.0,6.0,2.0,1.5,3.2,0.0,0.0,2.5,10.2,10.74,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0149,Operations,Operations Specialist,Low,1,68,10,8,1,1,0,7,2,2,0,0.2817,188.8571,0.0,0.8,0.1,0.1,0.0,0.7,0.2,0.2,0.8,3.0,1,0.32,0.7,0.0,6.0,0.0,1.5,3.2,0.0,0.0,3.5,7.199999999999999,7.58,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0150,Marketing,Marketing Manager,Medium,1,79,10,6,1,0,0,6,1,1,0,0.303,233.5,0.0,0.6,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,2,0.21,0.6,0.3333333333333333,3.0,0.0,1.5,2.1,0.0,3.333333333333333,3.0,6.933333333333334,7.3,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0151,Executive,Vice President,Privileged,1,89,10,8,2,0,1,5,3,3,0,0.2176,227.2,0.0,0.8,0.2,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,4,0.11,0.5,1.0,9.0,2.0,3.0,1.1,0.0,10.0,2.5,22.6,23.79,Moderate,Provide refresher awareness training and continue behavioral monitoring,Privilege Exposure
EMP0152,Sales,Sales Manager,Medium,1,71,10,9,2,1,1,4,5,5,0,0.2454,183.5,0.0,0.9,0.2,0.1,0.1,0.4,0.5,0.5,0.5,0.8,2,0.29,0.4,0.3333333333333333,15.0,2.0,3.0,2.9,0.0,3.333333333333333,2.0,24.23333333333333,25.51,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0153,Information Technology,Security Analyst,Medium,1,62,10,10,4,1,1,3,6,6,1,0.3428,324.0,1.0,1.0,0.4,0.1,0.1,0.3,0.6,0.6,0.4,0.5,2,0.38,0.3,0.3333333333333333,18.0,2.0,6.0,3.8,10.0,3.333333333333333,1.5,41.63333333333333,43.82,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0154,Operations,Operations Manager,Medium,1,99,10,9,2,0,0,7,2,2,0,0.349,221.4286,0.0,0.9,0.2,0.0,0.0,0.7,0.2,0.2,0.8,3.0,2,0.01,0.7,0.3333333333333333,6.0,0.0,3.0,0.1,0.0,3.333333333333333,3.5,8.933333333333334,9.4,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0155,Human Resources,HR Specialist,High,0,92,10,6,2,1,1,5,5,5,2,0.2589,185.2,0.5,0.6,0.2,0.1,0.1,0.5,0.5,0.5,0.5,1.0,3,0.08,0.25,0.6666666666666666,15.0,2.0,3.0,0.8,5.0,6.666666666666666,2.5,29.96666666666667,31.54,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0156,Sales,Sales Representative,Low,1,72,10,9,1,2,0,5,5,5,0,0.3572,274.0,0.0,0.9,0.1,0.2,0.0,0.5,0.5,0.5,0.5,1.0,1,0.28,0.5,0.0,15.0,0.0,1.5,2.8000000000000003,0.0,0.0,2.5,16.8,17.68,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0157,Finance,Financial Analyst,Medium,1,76,10,9,2,1,0,3,3,3,1,0.3136,668.0,0.0,0.9,0.2,0.1,0.0,0.3,0.3,0.3,0.7,1.0,2,0.24,0.3,0.3333333333333333,9.0,0.0,3.0,2.4,0.0,3.333333333333333,1.5,16.233333333333334,17.09,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0158,Executive,Chief Officer,High,1,92,10,7,1,0,1,6,1,1,0,0.312,279.5,0.0,0.7,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,3,0.08,0.6,0.6666666666666666,3.0,2.0,1.5,0.8,0.0,6.666666666666666,3.0,10.966666666666665,11.54,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0159,Executive,Vice President,High,1,78,10,9,1,1,0,7,2,2,0,0.2529,161.4286,0.0,0.9,0.1,0.1,0.0,0.7,0.2,0.2,0.8,3.0,3,0.22,0.7,0.6666666666666666,6.0,0.0,1.5,2.2,0.0,6.666666666666666,3.5,12.866666666666667,13.54,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0160,Marketing,Digital Marketing Analyst,Medium,1,78,10,10,3,0,1,5,3,3,0,0.1938,266.2,0.0,1.0,0.3,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,2,0.22,0.5,0.3333333333333333,9.0,2.0,4.5,2.2,0.0,3.333333333333333,2.5,18.53333333333333,19.51,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0161,Sales,Sales Representative,Low,1,65,10,8,3,0,0,7,5,5,0,0.4035,396.1429,0.0,0.8,0.3,0.0,0.0,0.7,0.5,0.5,0.5,1.4,1,0.35,0.7,0.0,15.0,0.0,4.5,3.5,0.0,0.0,3.5,19.5,20.53,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0162,Human Resources,Recruiter,Medium,1,76,10,9,4,0,3,6,5,5,2,0.386,410.6667,0.5,0.9,0.4,0.0,0.3,0.6,0.5,0.5,0.5,1.2,2,0.24,0.6,0.3333333333333333,15.0,6.0,6.0,2.4,5.0,3.333333333333333,3.0,34.733333333333334,36.56,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0163,Information Technology,Security Analyst,Privileged,1,59,10,10,3,1,2,4,4,4,1,0.3827,421.75,0.0,1.0,0.3,0.1,0.2,0.4,0.4,0.4,0.6,1.0,4,0.41,0.4,1.0,12.0,4.0,4.5,4.1,0.0,10.0,2.0,32.6,34.32,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0164,Executive,Director,High,1,93,10,10,3,1,2,5,4,4,0,0.2278,202.2,0.0,1.0,0.3,0.1,0.2,0.5,0.4,0.4,0.6,1.25,3,0.07,0.5,0.6666666666666666,12.0,4.0,4.5,0.7000000000000001,0.0,6.666666666666666,2.5,25.366666666666667,26.7,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0165,Human Resources,Recruiter,Medium,1,92,10,9,2,1,0,7,4,4,2,0.2889,299.0,0.0,0.9,0.2,0.1,0.0,0.7,0.4,0.4,0.6,1.75,2,0.08,0.7,0.3333333333333333,12.0,0.0,3.0,0.8,0.0,3.333333333333333,3.5,15.633333333333333,16.46,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0166,Executive,Chief Officer,Privileged,1,78,10,9,1,0,1,4,2,2,0,0.3039,220.5,0.0,0.9,0.1,0.0,0.1,0.4,0.2,0.2,0.8,2.0,4,0.22,0.4,1.0,6.0,2.0,1.5,2.2,0.0,10.0,2.0,19.7,20.74,Moderate,Provide refresher awareness training and continue behavioral monitoring,Privilege Exposure
EMP0167,Executive,Chief Officer,Privileged,1,85,10,8,2,0,2,6,2,2,0,0.2685,386.1667,0.0,0.8,0.2,0.0,0.2,0.6,0.2,0.2,0.8,3.0,4,0.15,0.6,1.0,6.0,4.0,3.0,1.5,0.0,10.0,3.0,21.5,22.63,Moderate,Provide refresher awareness training and continue behavioral monitoring,Privilege Exposure
EMP0168,Executive,Director,Privileged,1,94,10,9,2,0,0,8,3,3,0,0.256,154.0,0.0,0.9,0.2,0.0,0.0,0.8,0.3,0.3,0.7,2.6667,4,0.06,0.8,1.0,9.0,0.0,3.0,0.6,0.0,10.0,4.0,18.6,19.58,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0169,Executive,Vice President,High,0,90,10,10,2,1,2,7,3,3,0,0.2924,208.0,0.0,1.0,0.2,0.1,0.2,0.7,0.3,0.3,0.7,2.3333,3,0.1,0.35,0.6666666666666666,9.0,4.0,3.0,1.0,0.0,6.666666666666666,3.5,20.166666666666664,21.23,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0170,Operations,Operations Manager,Medium,1,56,10,8,3,0,2,4,6,6,0,0.3593,160.25,0.0,0.8,0.3,0.0,0.2,0.4,0.6,0.6,0.4,0.6667,2,0.44,0.4,0.3333333333333333,18.0,4.0,4.5,4.4,0.0,3.333333333333333,2.0,32.233333333333334,33.93,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0171,Sales,Account Executive,Medium,1,96,10,8,0,0,0,8,1,1,0,0.2816,260.125,0.0,0.8,0.0,0.0,0.0,0.8,0.1,0.1,0.9,3.0,2,0.04,0.8,0.3333333333333333,3.0,0.0,0.0,0.4,0.0,3.333333333333333,4.0,2.7333333333333325,2.88,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0172,Human Resources,HR Manager,High,1,78,10,9,3,0,1,5,5,5,2,0.3486,326.6,0.5,0.9,0.3,0.0,0.1,0.5,0.5,0.5,0.5,1.0,3,0.22,0.5,0.6666666666666666,15.0,2.0,4.5,2.2,5.0,6.666666666666666,2.5,32.86666666666667,34.6,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0173,Sales,Account Executive,Medium,1,57,10,10,3,0,2,2,3,3,0,0.3105,375.0,0.0,1.0,0.3,0.0,0.2,0.2,0.3,0.3,0.7,0.6667,2,0.43,0.2,0.3333333333333333,9.0,4.0,4.5,4.3,0.0,3.333333333333333,1.0,24.133333333333333,25.4,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0174,Legal,Legal Manager,Medium,1,77,10,9,3,1,1,2,4,4,0,0.2629,325.5,0.0,0.9,0.3,0.1,0.1,0.2,0.4,0.4,0.6,0.5,2,0.23,0.2,0.3333333333333333,12.0,2.0,4.5,2.3000000000000003,0.0,3.333333333333333,1.0,23.133333333333333,24.35,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0175,Information Technology,IT Support Analyst,Medium,1,62,10,8,3,0,3,5,3,3,1,0.2926,155.4,1.0,0.8,0.3,0.0,0.3,0.5,0.3,0.3,0.7,1.6667,2,0.38,0.5,0.3333333333333333,9.0,6.0,4.5,3.8,10.0,3.333333333333333,2.5,34.13333333333333,35.93,High,Assign targeted phishing awareness training and reassess within 30 days,Targeted Attack Failures
EMP0176,Marketing,Marketing Manager,Low,0,86,10,7,1,0,0,4,2,2,0,0.2602,180.0,0.0,0.7,0.1,0.0,0.0,0.4,0.2,0.2,0.8,2.0,1,0.14,0.2,0.0,6.0,0.0,1.5,1.4000000000000001,0.0,0.0,2.0,6.9,7.26,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0177,Sales,Sales Representative,Medium,1,82,10,9,1,0,0,4,1,1,0,0.2255,268.75,0.0,0.9,0.1,0.0,0.0,0.4,0.1,0.1,0.9,3.0,2,0.18,0.4,0.3333333333333333,3.0,0.0,1.5,1.7999999999999998,0.0,3.333333333333333,2.0,7.633333333333333,8.04,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0178,Marketing,Digital Marketing Analyst,Medium,1,66,10,8,1,0,0,5,2,2,0,0.2467,309.4,0.0,0.8,0.1,0.0,0.0,0.5,0.2,0.2,0.8,2.5,2,0.34,0.5,0.3333333333333333,6.0,0.0,1.5,3.4000000000000004,0.0,3.333333333333333,2.5,11.733333333333334,12.35,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0179,Marketing,Marketing Specialist,Low,1,66,10,9,2,1,1,4,4,4,0,0.3773,283.75,0.0,0.9,0.2,0.1,0.1,0.4,0.4,0.4,0.6,1.0,1,0.34,0.4,0.0,12.0,2.0,3.0,3.4000000000000004,0.0,0.0,2.0,18.4,19.37,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0180,Marketing,Digital Marketing Analyst,Low,0,84,10,10,3,1,2,5,5,5,0,0.36,248.6,0.0,1.0,0.3,0.1,0.2,0.5,0.5,0.5,0.5,1.0,1,0.16,0.25,0.0,15.0,4.0,4.5,1.6,0.0,0.0,2.5,22.6,23.79,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0181,Marketing,Digital Marketing Analyst,Low,1,76,10,8,1,0,0,7,2,2,0,0.3536,237.7143,0.0,0.8,0.1,0.0,0.0,0.7,0.2,0.2,0.8,3.0,1,0.24,0.7,0.0,6.0,0.0,1.5,2.4,0.0,0.0,3.5,6.4,6.74,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0182,Legal,Compliance Analyst,High,1,65,10,9,0,1,0,4,1,1,0,0.2882,382.5,0.0,0.9,0.0,0.1,0.0,0.4,0.1,0.1,0.9,3.0,3,0.35,0.4,0.6666666666666666,3.0,0.0,0.0,3.5,0.0,6.666666666666666,2.0,11.166666666666666,11.75,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0183,Marketing,Marketing Manager,Low,1,69,10,9,2,1,1,5,3,3,0,0.2997,144.2,0.0,0.9,0.2,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,1,0.31,0.5,0.0,9.0,2.0,3.0,3.1,0.0,0.0,2.5,14.600000000000001,15.37,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0184,Executive,Director,Privileged,1,80,10,8,1,0,1,5,1,1,0,0.2416,299.6,0.0,0.8,0.1,0.0,0.1,0.5,0.1,0.1,0.9,3.0,4,0.2,0.5,1.0,3.0,2.0,1.5,2.0,0.0,10.0,2.5,16.0,16.84,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0185,Marketing,Digital Marketing Analyst,Low,1,85,10,7,1,1,1,6,5,5,0,0.3565,216.8333,0.0,0.7,0.1,0.1,0.1,0.6,0.5,0.5,0.5,1.2,1,0.15,0.6,0.0,15.0,2.0,1.5,1.5,0.0,0.0,3.0,17.0,17.89,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0186,Marketing,Digital Marketing Analyst,Medium,1,87,10,9,2,0,0,7,2,2,0,0.2418,295.5714,0.0,0.9,0.2,0.0,0.0,0.7,0.2,0.2,0.8,3.0,2,0.13,0.7,0.3333333333333333,6.0,0.0,3.0,1.3,0.0,3.333333333333333,3.5,10.133333333333333,10.67,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0187,Information Technology,System Administrator,Medium,1,59,10,10,2,1,0,8,3,3,1,0.3743,261.625,0.0,1.0,0.2,0.1,0.0,0.8,0.3,0.3,0.7,2.6667,2,0.41,0.8,0.3333333333333333,9.0,0.0,3.0,4.1,0.0,3.333333333333333,4.0,15.433333333333334,16.25,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0188,Finance,Accountant,Medium,1,94,10,8,0,1,0,5,3,3,1,0.2413,207.6,1.0,0.8,0.0,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,2,0.06,0.5,0.3333333333333333,9.0,0.0,0.0,0.6,10.0,3.333333333333333,2.5,20.433333333333334,21.51,Moderate,Provide refresher awareness training and continue behavioral monitoring,Targeted Attack Failures
EMP0189,Human Resources,HR Manager,High,1,84,10,8,3,1,0,3,5,5,2,0.2457,311.6667,0.5,0.8,0.3,0.1,0.0,0.3,0.5,0.5,0.5,0.6,3,0.16,0.3,0.6666666666666666,15.0,0.0,4.5,1.6,5.0,6.666666666666666,1.5,31.266666666666666,32.91,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0190,Information Technology,System Administrator,Medium,1,81,10,8,1,0,1,6,1,1,1,0.2649,248.8333,1.0,0.8,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,2,0.19,0.6,0.3333333333333333,3.0,2.0,1.5,1.9,10.0,3.333333333333333,3.0,18.73333333333333,19.72,Low,Maintain standard awareness training and periodic phishing simulation,Targeted Attack Failures
EMP0191,Finance,Accountant,High,1,58,10,7,1,1,1,2,4,4,1,0.4142,517.0,0.0,0.7,0.1,0.1,0.1,0.2,0.4,0.4,0.6,0.5,3,0.42,0.2,0.6666666666666666,12.0,2.0,1.5,4.2,0.0,6.666666666666666,1.0,25.366666666666667,26.7,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0192,Legal,Legal Assistant,High,1,80,10,9,3,1,1,6,4,4,0,0.2254,163.5,0.0,0.9,0.3,0.1,0.1,0.6,0.4,0.4,0.6,1.5,3,0.2,0.6,0.6666666666666666,12.0,2.0,4.5,2.0,0.0,6.666666666666666,3.0,24.166666666666664,25.44,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0193,Legal,Compliance Analyst,High,1,70,10,8,1,1,1,3,2,2,0,0.2802,128.0,0.0,0.8,0.1,0.1,0.1,0.3,0.2,0.2,0.8,1.5,3,0.3,0.3,0.6666666666666666,6.0,2.0,1.5,3.0,0.0,6.666666666666666,1.5,17.666666666666664,18.6,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0194,Operations,Operations Specialist,Medium,1,65,10,7,3,1,1,4,5,5,0,0.2852,193.0,0.0,0.7,0.3,0.1,0.1,0.4,0.5,0.5,0.5,0.8,2,0.35,0.4,0.3333333333333333,15.0,2.0,4.5,3.5,0.0,3.333333333333333,2.0,26.333333333333332,27.72,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0195,Human Resources,Recruiter,Medium,1,77,10,8,1,0,0,7,1,1,2,0.2514,287.1429,0.0,0.8,0.1,0.0,0.0,0.7,0.1,0.1,0.9,3.0,2,0.23,0.7,0.3333333333333333,3.0,0.0,1.5,2.3000000000000003,0.0,3.333333333333333,3.5,6.633333333333333,6.98,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0196,Finance,Accountant,Medium,1,95,10,8,1,1,1,7,4,4,1,0.2091,235.7143,1.0,0.8,0.1,0.1,0.1,0.7,0.4,0.4,0.6,1.75,2,0.05,0.7,0.3333333333333333,12.0,2.0,1.5,0.5,10.0,3.333333333333333,3.5,25.833333333333332,27.19,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0197,Human Resources,HR Manager,Medium,1,65,10,9,4,1,3,1,6,6,2,0.3126,348.0,0.0,0.9,0.4,0.1,0.3,0.1,0.6,0.6,0.4,0.1667,2,0.35,0.1,0.3333333333333333,18.0,6.0,6.0,3.5,0.0,3.333333333333333,0.5,36.333333333333336,38.25,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0198,Finance,Financial Analyst,Medium,1,75,10,8,3,0,2,5,4,4,1,0.3723,193.2,1.0,0.8,0.3,0.0,0.2,0.5,0.4,0.4,0.6,1.25,2,0.25,0.5,0.3333333333333333,12.0,4.0,4.5,2.5,10.0,3.333333333333333,2.5,33.833333333333336,35.61,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0199,Finance,Finance Manager,Medium,1,61,10,6,2,0,1,3,4,4,1,0.3433,183.6667,1.0,0.6,0.2,0.0,0.1,0.3,0.4,0.4,0.6,0.75,2,0.39,0.3,0.3333333333333333,12.0,2.0,3.0,3.9000000000000004,10.0,3.333333333333333,1.5,32.733333333333334,34.46,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0200,Sales,Sales Representative,Medium,1,84,10,8,1,0,0,6,1,1,0,0.3078,219.5,0.0,0.8,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,2,0.16,0.6,0.3333333333333333,3.0,0.0,1.5,1.6,0.0,3.333333333333333,3.0,6.433333333333334,6.77,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0201,Human Resources,HR Manager,Medium,1,70,10,5,1,0,0,3,3,3,2,0.3413,181.3333,1.0,0.5,0.1,0.0,0.0,0.3,0.3,0.3,0.7,1.0,2,0.3,0.3,0.3333333333333333,9.0,0.0,1.5,3.0,10.0,3.333333333333333,1.5,25.333333333333332,26.67,Moderate,Provide refresher awareness training and continue behavioral monitoring,Targeted Attack Failures
EMP0202,Executive,Chief Officer,Privileged,1,67,10,8,4,0,2,6,4,4,0,0.2432,331.6667,0.0,0.8,0.4,0.0,0.2,0.6,0.4,0.4,0.6,1.5,4,0.33,0.6,1.0,12.0,4.0,6.0,3.3000000000000003,0.0,10.0,3.0,32.3,34.0,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0203,Legal,Legal Assistant,Medium,1,81,10,7,1,0,1,5,1,1,0,0.2288,286.8,0.0,0.7,0.1,0.0,0.1,0.5,0.1,0.1,0.9,3.0,2,0.19,0.5,0.3333333333333333,3.0,2.0,1.5,1.9,0.0,3.333333333333333,2.5,9.233333333333334,9.72,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0204,Information Technology,System Administrator,Medium,1,77,10,10,3,0,1,7,3,3,1,0.2423,281.4286,0.0,1.0,0.3,0.0,0.1,0.7,0.3,0.3,0.7,2.3333,2,0.23,0.7,0.3333333333333333,9.0,2.0,4.5,2.3000000000000003,0.0,3.333333333333333,3.5,17.633333333333333,18.56,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0205,Finance,Accountant,High,1,71,10,3,1,0,0,4,2,2,1,0.3188,333.25,1.0,0.3,0.1,0.0,0.0,0.4,0.2,0.2,0.8,2.0,3,0.29,0.4,0.6666666666666666,6.0,0.0,1.5,2.9,10.0,6.666666666666666,2.0,25.066666666666663,26.39,Moderate,Provide refresher awareness training and continue behavioral monitoring,Targeted Attack Failures
EMP0206,Marketing,Marketing Manager,Low,1,87,10,7,2,0,1,6,2,2,0,0.3284,263.5,0.0,0.7,0.2,0.0,0.1,0.6,0.2,0.2,0.8,3.0,1,0.13,0.6,0.0,6.0,2.0,3.0,1.3,0.0,0.0,3.0,9.3,9.79,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0207,Human Resources,HR Manager,Medium,1,57,10,5,2,0,0,5,5,5,2,0.3796,290.0,0.0,0.5,0.2,0.0,0.0,0.5,0.5,0.5,0.5,1.0,2,0.43,0.5,0.3333333333333333,15.0,0.0,3.0,4.3,0.0,3.333333333333333,2.5,23.133333333333333,24.35,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0208,Human Resources,HR Manager,High,1,84,10,9,1,0,0,8,1,1,2,0.2614,317.5,0.0,0.9,0.1,0.0,0.0,0.8,0.1,0.1,0.9,3.0,3,0.16,0.8,0.6666666666666666,3.0,0.0,1.5,1.6,0.0,6.666666666666666,4.0,8.766666666666666,9.23,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0209,Human Resources,HR Manager,Medium,1,58,10,9,3,1,2,2,5,5,2,0.3771,547.5,0.5,0.9,0.3,0.1,0.2,0.2,0.5,0.5,0.5,0.4,2,0.42,0.2,0.3333333333333333,15.0,4.0,4.5,4.2,5.0,3.333333333333333,1.0,35.03333333333334,36.88,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0210,Legal,Legal Manager,High,1,78,10,5,2,0,1,5,3,3,0,0.2759,194.2,0.0,0.5,0.2,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,3,0.22,0.5,0.6666666666666666,9.0,2.0,3.0,2.2,0.0,6.666666666666666,2.5,20.366666666666667,21.44,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0211,Legal,Legal Assistant,High,1,77,10,10,3,0,2,5,3,3,0,0.3072,292.8,0.0,1.0,0.3,0.0,0.2,0.5,0.3,0.3,0.7,1.6667,3,0.23,0.5,0.6666666666666666,9.0,4.0,4.5,2.3000000000000003,0.0,6.666666666666666,2.5,23.96666666666667,25.23,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0212,Finance,Accountant,High,0,63,10,8,4,1,0,2,6,6,1,0.4794,172.5,1.0,0.8,0.4,0.1,0.0,0.2,0.6,0.6,0.4,0.3333,3,0.37,0.1,0.6666666666666666,18.0,0.0,6.0,3.7,10.0,6.666666666666666,1.0,43.36666666666667,45.65,High,Assign targeted phishing awareness training and reassess within 30 days,Phishing Failures
EMP0213,Human Resources,Recruiter,High,0,90,10,6,0,1,0,5,1,1,2,0.3233,402.2,0.5,0.6,0.0,0.1,0.0,0.5,0.1,0.1,0.9,3.0,3,0.1,0.25,0.6666666666666666,3.0,0.0,0.0,1.0,5.0,6.666666666666666,2.5,13.166666666666666,13.86,Low,Maintain standard awareness training and periodic phishing simulation,Privilege Exposure
EMP0214,Executive,Chief Officer,High,1,71,10,5,1,1,0,5,3,3,0,0.2862,200.4,0.0,0.5,0.1,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,3,0.29,0.5,0.6666666666666666,9.0,0.0,1.5,2.9,0.0,6.666666666666666,2.5,17.566666666666666,18.49,Low,Maintain standard awareness training and periodic phishing simulation,Phishing Failures
EMP0215,Marketing,Marketing Specialist,Medium,1,48,10,8,3,1,1,3,5,5,0,0.3972,130.6667,0.0,0.8,0.3,0.1,0.1,0.3,0.5,0.5,0.5,0.6,2,0.52,0.3,0.3333333333333333,15.0,2.0,4.5,5.2,0.0,3.333333333333333,1.5,28.53333333333333,30.04,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
EMP0216,Executive,Vice President,Privileged,1,68,10,7,2,1,0,4,4,4,0,0.3435,233.75,0.0,0.7,0.2,0.1,0.0,0.4,0.4,0.4,0.6,1.0,4,0.32,0.4,1.0,12.0,0.0,3.0,3.2,0.0,10.0,2.0,26.2,27.58,Moderate,Provide refresher awareness training and continue behavioral monitoring,Phishing Failures
