employee_id,department,role,privilege_level,security_training_completed,previous_training_score,historical_simulations,historical_failures,historical_clicks,historical_attachments_opened,historical_credentials_submitted,historical_reports,historical_targeted_attacks,average_historical_failure_probability,historical_failure_rate,historical_click_rate,historical_attachment_rate,historical_credential_rate,historical_reporting_rate,future_failures,future_phishing_failure,privilege_risk_value,training_risk
EMP0355,Executive,Vice President,Privileged,1,61,7,0,0,0,0,4,0,0.2879,0.0,0.0,0.0,0.0,0.5714,2,1,4,0.39
EMP0356,Human Resources,Recruiter,Medium,1,86,7,1,1,0,0,3,1,0.1662,0.1429,0.1429,0.0,0.0,0.4286,1,1,2,0.14
EMP0357,Information Technology,IT Support Analyst,Privileged,0,80,7,0,0,0,0,3,1,0.2959,0.0,0.0,0.0,0.0,0.4286,2,1,4,0.2
EMP0358,Marketing,Marketing Manager,Medium,1,96,7,2,1,0,1,5,0,0.2458,0.2857,0.1429,0.0,0.1429,0.7143,1,1,2,0.04
EMP0359,Human Resources,Recruiter,Medium,1,72,7,3,1,1,0,4,1,0.3551,0.4286,0.1429,0.1429,0.0,0.5714,0,0,2,0.28
EMP0360,Operations,Operations Manager,Low,1,80,7,3,2,0,1,4,0,0.2734,0.4286,0.2857,0.0,0.1429,0.5714,1,1,1,0.2
EMP0361,Executive,Vice President,Privileged,1,92,7,3,1,0,0,4,0,0.3051,0.4286,0.1429,0.0,0.0,0.5714,1,1,4,0.08
EMP0362,Marketing,Marketing Manager,Medium,1,59,7,4,3,1,0,1,0,0.4052,0.5714,0.4286,0.1429,0.0,0.1429,0,0,2,0.41
EMP0363,Human Resources,HR Manager,Medium,1,71,7,2,2,0,1,2,1,0.3615,0.2857,0.2857,0.0,0.1429,0.2857,0,0,2,0.29
EMP0364,Executive,Director,Privileged,0,82,7,2,1,0,1,1,0,0.3984,0.2857,0.1429,0.0,0.1429,0.1429,1,1,4,0.18
EMP0365,Sales,Sales Manager,Low,1,96,7,1,1,0,1,4,0,0.1861,0.1429,0.1429,0.0,0.1429,0.5714,0,0,1,0.04
EMP0366,Executive,Chief Officer,Privileged,1,77,7,2,1,1,0,3,0,0.3128,0.2857,0.1429,0.1429,0.0,0.4286,0,0,4,0.23
EMP0367,Marketing,Marketing Specialist,Low,1,60,7,2,1,0,1,1,0,0.2842,0.2857,0.1429,0.0,0.1429,0.1429,0,0,1,0.4
EMP0368,Finance,Financial Analyst,High,1,51,7,1,1,0,0,3,1,0.2477,0.1429,0.1429,0.0,0.0,0.4286,1,1,3,0.49
EMP0369,Executive,Director,High,1,80,7,2,1,0,0,3,0,0.1829,0.2857,0.1429,0.0,0.0,0.4286,0,0,3,0.2
EMP0370,Sales,Sales Manager,Low,1,71,7,3,2,0,1,2,0,0.2828,0.4286,0.2857,0.0,0.1429,0.2857,1,1,1,0.29
EMP0371,Marketing,Digital Marketing Analyst,Medium,1,85,7,0,0,0,0,3,0,0.23,0.0,0.0,0.0,0.0,0.4286,1,1,2,0.15
EMP0372,Marketing,Marketing Manager,Low,1,76,7,3,2,0,1,4,0,0.2766,0.4286,0.2857,0.0,0.1429,0.5714,1,1,1,0.24
EMP0373,Marketing,Marketing Manager,Low,1,77,7,2,1,0,0,2,0,0.2919,0.2857,0.1429,0.0,0.0,0.2857,1,1,1,0.23
EMP0374,Executive,Chief Officer,Privileged,1,80,7,2,1,0,1,5,0,0.2213,0.2857,0.1429,0.0,0.1429,0.7143,0,0,4,0.2
EMP0375,Operations,Operations Analyst,Medium,0,62,7,0,0,0,0,2,0,0.3262,0.0,0.0,0.0,0.0,0.2857,2,1,2,0.38
EMP0376,Sales,Account Executive,Medium,1,95,7,2,1,0,1,2,0,0.3688,0.2857,0.1429,0.0,0.1429,0.2857,1,1,2,0.05
EMP0377,Sales,Account Executive,Low,1,82,7,0,0,0,0,5,0,0.2649,0.0,0.0,0.0,0.0,0.7143,2,1,1,0.18
EMP0378,Legal,Legal Manager,High,1,83,7,2,2,0,1,5,0,0.2815,0.2857,0.2857,0.0,0.1429,0.7143,3,1,3,0.17
EMP0379,Finance,Accountant,High,1,80,7,0,0,0,0,2,1,0.2213,0.0,0.0,0.0,0.0,0.2857,1,1,3,0.2
EMP0380,Sales,Sales Representative,Medium,1,86,7,1,0,0,0,3,0,0.299,0.1429,0.0,0.0,0.0,0.4286,1,1,2,0.14
EMP0381,Human Resources,HR Manager,Medium,0,69,7,4,3,1,3,2,1,0.3978,0.5714,0.4286,0.1429,0.4286,0.2857,2,1,2,0.31
EMP0382,Finance,Financial Analyst,High,1,99,7,3,2,0,1,1,1,0.219,0.4286,0.2857,0.0,0.1429,0.1429,0,0,3,0.01
EMP0383,Sales,Sales Representative,Low,1,88,7,0,0,0,0,5,0,0.1518,0.0,0.0,0.0,0.0,0.7143,0,0,1,0.12
EMP0384,Human Resources,HR Manager,Medium,1,70,7,3,2,0,2,3,1,0.2988,0.4286,0.2857,0.0,0.2857,0.4286,0,0,2,0.3
EMP0385,Sales,Sales Representative,Medium,0,72,7,5,3,1,1,1,0,0.4179,0.7143,0.4286,0.1429,0.1429,0.1429,1,1,2,0.28
EMP0386,Information Technology,Security Analyst,Medium,1,48,7,5,3,1,2,2,1,0.4305,0.7143,0.4286,0.1429,0.2857,0.2857,2,1,2,0.52
EMP0387,Operations,Operations Analyst,Low,1,66,7,2,0,1,0,4,0,0.2583,0.2857,0.0,0.1429,0.0,0.5714,2,1,1,0.34
EMP0388,Operations,Operations Analyst,Low,1,77,7,1,1,0,1,3,0,0.2393,0.1429,0.1429,0.0,0.1429,0.4286,1,1,1,0.23
EMP0389,Finance,Financial Analyst,Medium,1,96,7,2,0,1,0,3,1,0.1799,0.2857,0.0,0.1429,0.0,0.4286,1,1,2,0.04
EMP0390,Legal,Legal Assistant,High,0,88,7,1,1,0,0,5,0,0.3687,0.1429,0.1429,0.0,0.0,0.7143,1,1,3,0.12
EMP0391,Finance,Financial Analyst,High,1,75,7,1,0,0,0,4,1,0.224,0.1429,0.0,0.0,0.0,0.5714,2,1,3,0.25
EMP0392,Finance,Financial Analyst,High,0,69,7,4,2,0,1,1,1,0.3846,0.5714,0.2857,0.0,0.1429,0.1429,0,0,3,0.31
EMP0393,Human Resources,HR Manager,Medium,0,99,7,2,1,0,0,5,1,0.3611,0.2857,0.1429,0.0,0.0,0.7143,2,1,2,0.01
EMP0394,Executive,Vice President,Privileged,1,85,7,2,1,0,0,2,0,0.2718,0.2857,0.1429,0.0,0.0,0.2857,0,0,4,0.15
EMP0395,Human Resources,Recruiter,Medium,0,94,7,4,2,0,1,4,1,0.2598,0.5714,0.2857,0.0,0.1429,0.5714,1,1,2,0.06
EMP0396,Finance,Finance Manager,High,1,89,7,0,0,0,0,4,1,0.1719,0.0,0.0,0.0,0.0,0.5714,2,1,3,0.11
EMP0397,Executive,Chief Officer,High,1,86,7,2,2,0,0,4,0,0.2991,0.2857,0.2857,0.0,0.0,0.5714,2,1,3,0.14
EMP0398,Finance,Accountant,High,1,82,7,2,1,0,0,6,1,0.2635,0.2857,0.1429,0.0,0.0,0.8571,1,1,3,0.18
EMP0399,Marketing,Marketing Manager,Low,1,93,7,0,0,0,0,4,0,0.1592,0.0,0.0,0.0,0.0,0.5714,1,1,1,0.07
EMP0400,Executive,Chief Officer,Privileged,1,80,7,2,2,0,1,3,0,0.3473,0.2857,0.2857,0.0,0.1429,0.4286,1,1,4,0.2
EMP0401,Human Resources,HR Specialist,High,1,70,7,2,1,0,0,4,1,0.3601,0.2857,0.1429,0.0,0.0,0.5714,2,1,3,0.3
EMP0402,Information Technology,IT Support Analyst,Medium,1,72,7,2,1,0,0,5,1,0.3023,0.2857,0.1429,0.0,0.0,0.7143,0,0,2,0.28
EMP0403,Operations,Operations Manager,Medium,1,84,7,1,0,0,0,5,0,0.2329,0.1429,0.0,0.0,0.0,0.7143,1,1,2,0.16
EMP0404,Marketing,Marketing Manager,Medium,1,71,7,3,2,0,1,2,0,0.2065,0.4286,0.2857,0.0,0.1429,0.2857,0,0,2,0.29
EMP0405,Executive,Chief Officer,Privileged,1,78,7,0,0,0,0,6,0,0.2515,0.0,0.0,0.0,0.0,0.8571,0,0,4,0.22
EMP0406,Human Resources,HR Manager,Medium,1,79,7,2,1,0,1,3,1,0.2353,0.2857,0.1429,0.0,0.1429,0.4286,0,0,2,0.21
EMP0407,Sales,Account Executive,Medium,0,74,7,3,1,0,1,2,0,0.4132,0.4286,0.1429,0.0,0.1429,0.2857,2,1,2,0.26
EMP0408,Sales,Account Executive,Medium,1,57,7,2,1,0,1,3,0,0.2851,0.2857,0.1429,0.0,0.1429,0.4286,1,1,2,0.43
EMP0409,Executive,Vice President,Privileged,1,63,7,2,1,0,0,3,0,0.3876,0.2857,0.1429,0.0,0.0,0.4286,0,0,4,0.37
EMP0410,Human Resources,Recruiter,High,0,60,7,4,3,1,2,4,1,0.4774,0.5714,0.4286,0.1429,0.2857,0.5714,2,1,3,0.4
EMP0411,Legal,Legal Manager,High,1,98,7,1,1,0,0,5,0,0.2601,0.1429,0.1429,0.0,0.0,0.7143,2,1,3,0.02
EMP0412,Legal,Legal Assistant,High,1,72,7,3,1,1,1,5,0,0.3114,0.4286,0.1429,0.1429,0.1429,0.7143,0,0,3,0.28
EMP0413,Human Resources,HR Specialist,Medium,1,85,7,2,2,0,2,5,1,0.2276,0.2857,0.2857,0.0,0.2857,0.7143,2,1,2,0.15
EMP0414,Human Resources,Recruiter,Medium,1,59,7,3,0,0,0,3,1,0.323,0.4286,0.0,0.0,0.0,0.4286,1,1,2,0.41
EMP0415,Legal,Legal Assistant,Medium,1,70,7,3,2,1,0,4,0,0.3437,0.4286,0.2857,0.1429,0.0,0.5714,1,1,2,0.3
EMP0416,Legal,Legal Manager,Medium,1,82,7,4,2,1,2,1,0,0.384,0.5714,0.2857,0.1429,0.2857,0.1429,1,1,2,0.18
EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,7,2,0,0,0,4,0,0.3197,0.2857,0.0,0.0,0.0,0.5714,0,0,2,0.23
EMP0418,Finance,Accountant,High,1,92,7,1,0,0,0,5,1,0.1542,0.1429,0.0,0.0,0.0,0.7143,3,1,3,0.08
EMP0419,Legal,Legal Assistant,Medium,1,91,7,2,1,0,0,4,0,0.2226,0.2857,0.1429,0.0,0.0,0.5714,1,1,2,0.09
EMP0420,Information Technology,Security Analyst,High,1,57,7,3,1,0,1,3,1,0.4259,0.4286,0.1429,0.0,0.1429,0.4286,1,1,3,0.43
EMP0421,Sales,Sales Representative,Medium,1,62,7,5,3,0,2,2,0,0.3352,0.7143,0.4286,0.0,0.2857,0.2857,3,1,2,0.38
EMP0422,Legal,Legal Assistant,High,0,91,7,0,0,0,0,1,0,0.236,0.0,0.0,0.0,0.0,0.1429,0,0,3,0.09
EMP0423,Sales,Account Executive,Low,1,78,7,2,1,0,1,2,0,0.2873,0.2857,0.1429,0.0,0.1429,0.2857,0,0,1,0.22
EMP0424,Operations,Operations Analyst,Low,1,62,7,4,3,0,3,4,0,0.4542,0.5714,0.4286,0.0,0.4286,0.5714,2,1,1,0.38
EMP0425,Operations,Operations Manager,Medium,1,96,7,4,3,0,3,4,0,0.2503,0.5714,0.4286,0.0,0.4286,0.5714,1,1,2,0.04
EMP0426,Legal,Compliance Analyst,Medium,1,88,7,1,1,0,0,4,0,0.2428,0.1429,0.1429,0.0,0.0,0.5714,0,0,2,0.12
EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,7,2,1,0,0,4,1,0.3647,0.2857,0.1429,0.0,0.0,0.5714,2,1,4,0.26
EMP0428,Marketing,Marketing Specialist,Low,1,100,7,1,0,0,0,2,0,0.255,0.1429,0.0,0.0,0.0,0.2857,1,1,1,0.0
EMP0429,Finance,Financial Analyst,Medium,1,74,7,2,2,0,1,4,1,0.32,0.2857,0.2857,0.0,0.1429,0.5714,0,0,2,0.26
EMP0430,Marketing,Digital Marketing Analyst,Medium,0,75,7,3,1,0,1,1,0,0.3839,0.4286,0.1429,0.0,0.1429,0.1429,0,0,2,0.25
EMP0431,Legal,Legal Assistant,High,1,86,7,1,1,0,0,5,0,0.2967,0.1429,0.1429,0.0,0.0,0.7143,0,0,3,0.14
EMP0432,Operations,Operations Manager,Medium,1,77,7,1,0,0,0,4,0,0.3095,0.1429,0.0,0.0,0.0,0.5714,0,0,2,0.23
EMP0433,Human Resources,HR Specialist,Medium,0,88,7,2,1,0,0,2,1,0.4581,0.2857,0.1429,0.0,0.0,0.2857,2,1,2,0.12
EMP0434,Information Technology,Security Analyst,Medium,1,82,7,1,0,0,0,5,1,0.2689,0.1429,0.0,0.0,0.0,0.7143,0,0,2,0.18
EMP0435,Human Resources,Recruiter,High,1,91,7,1,1,0,0,3,1,0.2033,0.1429,0.1429,0.0,0.0,0.4286,3,1,3,0.09
EMP0436,Marketing,Digital Marketing Analyst,Medium,1,65,7,4,2,1,0,2,0,0.4204,0.5714,0.2857,0.1429,0.0,0.2857,1,1,2,0.35
EMP0437,Marketing,Digital Marketing Analyst,Low,0,70,7,3,1,0,1,1,0,0.4196,0.4286,0.1429,0.0,0.1429,0.1429,0,0,1,0.3
EMP0438,Human Resources,Recruiter,High,1,100,7,1,0,0,0,3,1,0.2481,0.1429,0.0,0.0,0.0,0.4286,0,0,3,0.0
EMP0439,Human Resources,Recruiter,High,1,79,7,1,1,0,1,3,1,0.3039,0.1429,0.1429,0.0,0.1429,0.4286,0,0,3,0.21
EMP0440,Operations,Operations Analyst,Low,1,82,7,2,2,0,1,3,0,0.1856,0.2857,0.2857,0.0,0.1429,0.4286,2,1,1,0.18
EMP0441,Marketing,Marketing Manager,Low,1,91,7,1,0,0,0,4,0,0.1177,0.1429,0.0,0.0,0.0,0.5714,1,1,1,0.09
EMP0442,Finance,Financial Analyst,High,1,92,7,2,0,0,0,4,1,0.1714,0.2857,0.0,0.0,0.0,0.5714,0,0,3,0.08
EMP0443,Sales,Sales Representative,Medium,1,81,7,1,0,1,0,2,0,0.2791,0.1429,0.0,0.1429,0.0,0.2857,0,0,2,0.19
EMP0444,Operations,Operations Specialist,Low,0,68,7,3,1,0,0,2,0,0.2752,0.4286,0.1429,0.0,0.0,0.2857,1,1,1,0.32
EMP0445,Finance,Accountant,High,1,81,7,1,1,0,0,3,1,0.1442,0.1429,0.1429,0.0,0.0,0.4286,1,1,3,0.19
EMP0446,Information Technology,IT Support Analyst,High,1,83,7,1,0,0,0,4,1,0.2852,0.1429,0.0,0.0,0.0,0.5714,0,0,3,0.17
EMP0447,Sales,Sales Manager,Medium,1,92,7,0,0,0,0,4,0,0.2366,0.0,0.0,0.0,0.0,0.5714,3,1,2,0.08
EMP0448,Human Resources,Recruiter,Medium,1,63,7,2,1,1,1,5,1,0.2877,0.2857,0.1429,0.1429,0.1429,0.7143,1,1,2,0.37
EMP0449,Marketing,Marketing Specialist,Medium,1,76,7,2,0,1,0,4,0,0.1566,0.2857,0.0,0.1429,0.0,0.5714,1,1,2,0.24
EMP0450,Human Resources,Recruiter,High,0,79,7,3,2,1,1,4,1,0.3788,0.4286,0.2857,0.1429,0.1429,0.5714,0,0,3,0.21
EMP0451,Marketing,Marketing Manager,Medium,1,97,7,1,0,0,0,5,0,0.2307,0.1429,0.0,0.0,0.0,0.7143,2,1,2,0.03
EMP0452,Operations,Operations Analyst,Medium,1,67,7,3,1,0,1,6,0,0.2662,0.4286,0.1429,0.0,0.1429,0.8571,1,1,2,0.33
EMP0453,Finance,Accountant,Medium,1,97,7,1,0,0,0,6,1,0.1622,0.1429,0.0,0.0,0.0,0.8571,1,1,2,0.03
EMP0454,Executive,Chief Officer,Privileged,1,90,7,1,1,0,1,4,0,0.3669,0.1429,0.1429,0.0,0.1429,0.5714,1,1,4,0.1
EMP0455,Human Resources,Recruiter,Medium,1,48,7,1,1,0,1,3,1,0.4808,0.1429,0.1429,0.0,0.1429,0.4286,1,1,2,0.52
EMP0456,Sales,Account Executive,Medium,1,100,7,2,1,0,0,4,0,0.1483,0.2857,0.1429,0.0,0.0,0.5714,0,0,2,0.0
EMP0457,Human Resources,Recruiter,High,1,90,7,1,1,0,1,5,1,0.2312,0.1429,0.1429,0.0,0.1429,0.7143,0,0,3,0.1
EMP0458,Legal,Legal Assistant,High,1,100,7,0,0,0,0,5,0,0.1562,0.0,0.0,0.0,0.0,0.7143,0,0,3,0.0
EMP0459,Information Technology,IT Support Analyst,Privileged,1,87,7,1,0,1,0,3,1,0.1929,0.1429,0.0,0.1429,0.0,0.4286,0,0,4,0.13
EMP0460,Human Resources,HR Manager,Medium,1,81,7,1,0,1,0,5,1,0.2947,0.1429,0.0,0.1429,0.0,0.7143,0,0,2,0.19
EMP0461,Legal,Compliance Analyst,Medium,1,68,7,2,1,0,1,4,0,0.2476,0.2857,0.1429,0.0,0.1429,0.5714,0,0,2,0.32
EMP0462,Sales,Sales Representative,Low,1,74,7,3,2,1,0,4,0,0.3181,0.4286,0.2857,0.1429,0.0,0.5714,1,1,1,0.26
EMP0463,Operations,Operations Analyst,Low,1,80,7,3,2,0,1,5,0,0.3309,0.4286,0.2857,0.0,0.1429,0.7143,1,1,1,0.2
EMP0464,Information Technology,Security Analyst,Medium,1,94,7,1,1,0,1,4,1,0.1594,0.1429,0.1429,0.0,0.1429,0.5714,1,1,2,0.06
EMP0465,Information Technology,Security Analyst,High,1,66,7,4,3,0,2,3,1,0.3783,0.5714,0.4286,0.0,0.2857,0.4286,2,1,3,0.34
EMP0466,Executive,Chief Officer,Privileged,1,75,7,2,2,0,0,4,0,0.3342,0.2857,0.2857,0.0,0.0,0.5714,1,1,4,0.25
EMP0467,Legal,Legal Manager,High,1,70,7,2,2,0,0,4,0,0.2577,0.2857,0.2857,0.0,0.0,0.5714,2,1,3,0.3
EMP0468,Information Technology,System Administrator,Medium,1,81,7,2,2,0,1,3,1,0.2382,0.2857,0.2857,0.0,0.1429,0.4286,1,1,2,0.19
EMP0469,Executive,Vice President,Privileged,1,80,7,2,1,1,1,3,0,0.2241,0.2857,0.1429,0.1429,0.1429,0.4286,0,0,4,0.2
EMP0470,Operations,Operations Manager,Low,1,94,7,1,1,0,1,3,0,0.1799,0.1429,0.1429,0.0,0.1429,0.4286,1,1,1,0.06
EMP0471,Legal,Legal Manager,Medium,1,78,7,1,1,0,1,5,0,0.3704,0.1429,0.1429,0.0,0.1429,0.7143,0,0,2,0.22
EMP0472,Operations,Operations Specialist,Medium,1,78,7,2,2,0,2,3,0,0.245,0.2857,0.2857,0.0,0.2857,0.4286,1,1,2,0.22
EMP0473,Finance,Financial Analyst,High,1,63,7,3,3,0,1,3,1,0.2943,0.4286,0.4286,0.0,0.1429,0.4286,1,1,3,0.37
EMP0474,Operations,Operations Analyst,Low,1,69,7,2,1,0,0,2,0,0.3309,0.2857,0.1429,0.0,0.0,0.2857,1,1,1,0.31
EMP0475,Marketing,Digital Marketing Analyst,Low,1,69,7,0,0,0,0,2,0,0.2879,0.0,0.0,0.0,0.0,0.2857,1,1,1,0.31
EMP0476,Executive,Chief Officer,High,1,81,7,1,1,0,1,5,0,0.3031,0.1429,0.1429,0.0,0.1429,0.7143,1,1,3,0.19
EMP0477,Legal,Legal Manager,High,1,85,7,1,1,0,1,3,0,0.2964,0.1429,0.1429,0.0,0.1429,0.4286,0,0,3,0.15
EMP0478,Information Technology,IT Support Analyst,High,0,82,7,2,2,0,0,3,1,0.4209,0.2857,0.2857,0.0,0.0,0.4286,0,0,3,0.18
EMP0479,Human Resources,Recruiter,Medium,1,89,7,4,1,0,1,4,1,0.3452,0.5714,0.1429,0.0,0.1429,0.5714,3,1,2,0.11
EMP0480,Information Technology,IT Support Analyst,Medium,1,100,7,1,1,0,1,4,1,0.1594,0.1429,0.1429,0.0,0.1429,0.5714,0,0,2,0.0
EMP0481,Executive,Vice President,High,1,68,7,1,1,0,1,3,0,0.2254,0.1429,0.1429,0.0,0.1429,0.4286,0,0,3,0.32
EMP0482,Legal,Compliance Analyst,High,1,97,7,3,2,0,2,4,0,0.1978,0.4286,0.2857,0.0,0.2857,0.5714,1,1,3,0.03
EMP0483,Marketing,Digital Marketing Analyst,Medium,1,84,7,3,1,1,0,6,0,0.2821,0.4286,0.1429,0.1429,0.0,0.8571,2,1,2,0.16
EMP0484,Finance,Finance Manager,High,0,97,7,2,1,0,0,5,1,0.2801,0.2857,0.1429,0.0,0.0,0.7143,1,1,3,0.03
EMP0485,Human Resources,Recruiter,Medium,1,71,7,2,1,1,1,2,1,0.2782,0.2857,0.1429,0.1429,0.1429,0.2857,0,0,2,0.29
EMP0486,Marketing,Digital Marketing Analyst,Medium,1,65,7,2,1,0,0,3,0,0.3586,0.2857,0.1429,0.0,0.0,0.4286,1,1,2,0.35
EMP0487,Information Technology,System Administrator,Medium,1,80,7,1,1,0,1,4,1,0.2755,0.1429,0.1429,0.0,0.1429,0.5714,0,0,2,0.2
EMP0488,Information Technology,System Administrator,High,1,59,7,3,2,0,1,4,1,0.3868,0.4286,0.2857,0.0,0.1429,0.5714,1,1,3,0.41
EMP0489,Marketing,Marketing Specialist,Low,1,92,7,2,1,0,1,4,0,0.3207,0.2857,0.1429,0.0,0.1429,0.5714,1,1,1,0.08
EMP0490,Operations,Operations Manager,Medium,1,63,7,4,2,1,2,1,0,0.3946,0.5714,0.2857,0.1429,0.2857,0.1429,0,0,2,0.37
EMP0491,Legal,Legal Assistant,Medium,1,69,7,3,2,1,1,2,0,0.2914,0.4286,0.2857,0.1429,0.1429,0.2857,1,1,2,0.31
EMP0492,Marketing,Marketing Manager,Medium,1,77,7,1,0,0,0,3,0,0.2551,0.1429,0.0,0.0,0.0,0.4286,2,1,2,0.23
EMP0493,Finance,Accountant,High,1,80,7,3,3,0,2,2,1,0.2337,0.4286,0.4286,0.0,0.2857,0.2857,0,0,3,0.2
EMP0494,Information Technology,IT Support Analyst,High,1,61,7,5,3,1,0,1,1,0.4422,0.7143,0.4286,0.1429,0.0,0.1429,0,0,3,0.39
EMP0495,Executive,Director,High,1,91,7,2,2,0,1,5,0,0.2743,0.2857,0.2857,0.0,0.1429,0.7143,1,1,3,0.09
EMP0496,Information Technology,IT Support Analyst,Medium,1,85,7,2,2,0,1,1,1,0.311,0.2857,0.2857,0.0,0.1429,0.1429,2,1,2,0.15
EMP0497,Operations,Operations Analyst,Low,1,92,7,0,0,0,0,4,0,0.1682,0.0,0.0,0.0,0.0,0.5714,1,1,1,0.08
EMP0498,Legal,Legal Manager,Medium,1,79,7,1,1,0,0,5,0,0.2872,0.1429,0.1429,0.0,0.0,0.7143,0,0,2,0.21
EMP0499,Marketing,Marketing Specialist,Low,1,79,7,0,0,0,0,4,0,0.2048,0.0,0.0,0.0,0.0,0.5714,2,1,1,0.21
EMP0500,Information Technology,Security Analyst,Privileged,1,76,7,3,2,0,2,3,1,0.2504,0.4286,0.2857,0.0,0.2857,0.4286,1,1,4,0.24
