employee_id,department,role,privilege_level,security_training_completed,previous_training_score,total_simulations,emails_opened,links_clicked,attachments_opened,credentials_submitted,phishing_emails_reported,simulations_failed,remediation_trainings,targeted_scenarios,average_failure_probability,average_reporting_time_seconds,targeted_attack_failure_rate,email_open_rate,click_rate,attachment_open_rate,credential_submission_rate,reporting_rate,failure_rate,remediation_rate,non_failure_rate,report_to_failure_ratio,privilege_risk_value,training_risk,reporting_quality
EMP0266,Information Technology,System Administrator,Medium,1,93,10,9,4,0,3,7,5,5,1,0.301,237.2857,1.0,0.9,0.4,0.0,0.3,0.7,0.5,0.5,0.5,1.4,2,0.07,0.7
EMP0267,Human Resources,HR Specialist,Medium,1,71,10,7,2,0,1,2,3,3,2,0.2524,348.5,0.5,0.7,0.2,0.0,0.1,0.2,0.3,0.3,0.7,0.6667,2,0.29,0.2
EMP0268,Operations,Operations Manager,Medium,1,83,10,10,2,1,0,9,3,3,0,0.2539,220.2222,0.0,1.0,0.2,0.1,0.0,0.9,0.3,0.3,0.7,3.0,2,0.17,0.9
EMP0269,Executive,Director,Privileged,1,86,10,9,1,0,0,4,1,1,0,0.2719,201.0,0.0,0.9,0.1,0.0,0.0,0.4,0.1,0.1,0.9,3.0,4,0.14,0.4
EMP0270,Operations,Operations Manager,Medium,1,83,10,7,0,0,0,5,2,2,0,0.2211,312.0,0.0,0.7,0.0,0.0,0.0,0.5,0.2,0.2,0.8,2.5,2,0.17,0.5
EMP0271,Operations,Operations Manager,Medium,1,85,10,8,2,1,1,4,3,3,0,0.1608,289.0,0.0,0.8,0.2,0.1,0.1,0.4,0.3,0.3,0.7,1.3333,2,0.15,0.4
EMP0272,Executive,Director,High,0,74,10,8,2,0,1,5,3,3,0,0.4108,391.2,0.0,0.8,0.2,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,3,0.26,0.25
EMP0273,Marketing,Marketing Manager,Medium,0,81,10,8,2,0,2,3,3,3,0,0.4407,257.6667,0.0,0.8,0.2,0.0,0.2,0.3,0.3,0.3,0.7,1.0,2,0.19,0.15
EMP0274,Operations,Operations Analyst,Low,1,62,10,10,0,0,0,5,0,0,0,0.2713,208.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,3.0,1,0.38,0.5
EMP0275,Sales,Sales Manager,Low,1,69,10,8,3,1,1,9,4,4,0,0.3448,242.1111,0.0,0.8,0.3,0.1,0.1,0.9,0.4,0.4,0.6,2.25,1,0.31,0.9
EMP0276,Operations,Operations Manager,Low,1,61,10,7,3,1,3,3,4,4,0,0.467,171.6667,0.0,0.7,0.3,0.1,0.3,0.3,0.4,0.4,0.6,0.75,1,0.39,0.3
EMP0277,Information Technology,System Administrator,Privileged,1,53,10,8,4,0,3,5,5,5,1,0.3897,405.6,1.0,0.8,0.4,0.0,0.3,0.5,0.5,0.5,0.5,1.0,4,0.47,0.5
EMP0278,Executive,Vice President,High,1,98,10,7,2,0,0,3,3,3,0,0.1656,108.0,0.0,0.7,0.2,0.0,0.0,0.3,0.3,0.3,0.7,1.0,3,0.02,0.3
EMP0279,Marketing,Marketing Manager,Medium,0,77,10,9,4,1,2,3,7,7,0,0.3993,250.6667,0.0,0.9,0.4,0.1,0.2,0.3,0.7,0.7,0.3,0.4286,2,0.23,0.15
EMP0280,Human Resources,Recruiter,High,1,91,10,9,0,0,0,6,0,0,2,0.1679,180.6667,0.0,0.9,0.0,0.0,0.0,0.6,0.0,0.0,1.0,3.0,3,0.09,0.6
EMP0281,Marketing,Digital Marketing Analyst,Medium,0,81,10,7,1,1,1,4,4,4,0,0.3198,188.5,0.0,0.7,0.1,0.1,0.1,0.4,0.4,0.4,0.6,1.0,2,0.19,0.2
EMP0282,Human Resources,HR Specialist,High,1,57,10,9,4,0,1,4,4,4,2,0.4314,161.75,0.0,0.9,0.4,0.0,0.1,0.4,0.4,0.4,0.6,1.0,3,0.43,0.4
EMP0283,Marketing,Marketing Manager,Medium,1,78,10,7,2,1,1,4,3,3,0,0.2302,313.25,0.0,0.7,0.2,0.1,0.1,0.4,0.3,0.3,0.7,1.3333,2,0.22,0.4
EMP0284,Operations,Operations Manager,Medium,1,82,10,8,1,0,0,6,1,1,0,0.3071,300.5,0.0,0.8,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,2,0.18,0.6
EMP0285,Finance,Accountant,Medium,1,80,10,9,1,1,1,6,4,4,1,0.2538,193.0,1.0,0.9,0.1,0.1,0.1,0.6,0.4,0.4,0.6,1.5,2,0.2,0.6
EMP0286,Legal,Compliance Analyst,High,1,66,10,6,1,0,0,4,2,2,0,0.3391,201.5,0.0,0.6,0.1,0.0,0.0,0.4,0.2,0.2,0.8,2.0,3,0.34,0.4
EMP0287,Human Resources,Recruiter,Medium,1,81,10,9,1,0,0,5,1,1,2,0.2793,316.8,0.5,0.9,0.1,0.0,0.0,0.5,0.1,0.1,0.9,3.0,2,0.19,0.5
EMP0288,Executive,Vice President,High,1,89,10,8,1,0,0,7,1,1,0,0.2259,328.4286,0.0,0.8,0.1,0.0,0.0,0.7,0.1,0.1,0.9,3.0,3,0.11,0.7
EMP0289,Sales,Sales Manager,Medium,1,55,10,9,1,0,1,6,2,2,0,0.3743,238.3333,0.0,0.9,0.1,0.0,0.1,0.6,0.2,0.2,0.8,3.0,2,0.45,0.6
EMP0290,Executive,Chief Officer,Privileged,0,62,10,9,1,0,0,2,1,1,0,0.3361,376.0,0.0,0.9,0.1,0.0,0.0,0.2,0.1,0.1,0.9,2.0,4,0.38,0.1
EMP0291,Finance,Financial Analyst,High,1,80,10,9,0,1,0,6,2,2,1,0.2976,328.0,0.0,0.9,0.0,0.1,0.0,0.6,0.2,0.2,0.8,3.0,3,0.2,0.6
EMP0292,Information Technology,System Administrator,High,1,68,10,8,1,0,1,3,4,4,1,0.2889,349.3333,1.0,0.8,0.1,0.0,0.1,0.3,0.4,0.4,0.6,0.75,3,0.32,0.3
EMP0293,Executive,Director,High,1,66,10,9,1,1,0,6,3,3,0,0.238,234.0,0.0,0.9,0.1,0.1,0.0,0.6,0.3,0.3,0.7,2.0,3,0.34,0.6
EMP0294,Sales,Sales Manager,Low,1,90,10,8,1,1,0,7,2,2,0,0.2536,250.5714,0.0,0.8,0.1,0.1,0.0,0.7,0.2,0.2,0.8,3.0,1,0.1,0.7
EMP0295,Operations,Operations Manager,Low,1,67,10,7,0,1,0,5,1,1,0,0.3413,436.0,0.0,0.7,0.0,0.1,0.0,0.5,0.1,0.1,0.9,3.0,1,0.33,0.5
EMP0296,Marketing,Marketing Specialist,Low,1,86,10,7,0,0,0,4,0,0,0,0.2267,477.5,0.0,0.7,0.0,0.0,0.0,0.4,0.0,0.0,1.0,3.0,1,0.14,0.4
EMP0297,Human Resources,Recruiter,Medium,0,100,10,9,1,1,0,4,3,3,2,0.2129,429.5,0.5,0.9,0.1,0.1,0.0,0.4,0.3,0.3,0.7,1.3333,2,0.0,0.2
EMP0298,Information Technology,System Administrator,Privileged,1,76,10,7,0,0,0,3,2,2,1,0.2757,215.6667,1.0,0.7,0.0,0.0,0.0,0.3,0.2,0.2,0.8,1.5,4,0.24,0.3
EMP0299,Operations,Operations Manager,Medium,0,77,10,8,1,0,1,2,3,3,0,0.3418,263.0,0.0,0.8,0.1,0.0,0.1,0.2,0.3,0.3,0.7,0.6667,2,0.23,0.1
EMP0300,Marketing,Digital Marketing Analyst,Medium,1,99,10,9,1,0,0,4,1,1,0,0.1908,163.5,0.0,0.9,0.1,0.0,0.0,0.4,0.1,0.1,0.9,3.0,2,0.01,0.4
EMP0301,Sales,Account Executive,Low,1,85,10,9,0,1,0,5,1,1,0,0.2328,211.2,0.0,0.9,0.0,0.1,0.0,0.5,0.1,0.1,0.9,3.0,1,0.15,0.5
EMP0302,Marketing,Marketing Specialist,Low,1,89,10,7,2,0,1,3,4,4,0,0.2176,163.3333,0.0,0.7,0.2,0.0,0.1,0.3,0.4,0.4,0.6,0.75,1,0.11,0.3
EMP0303,Human Resources,Recruiter,High,0,77,10,7,2,0,0,2,2,2,2,0.339,327.5,0.5,0.7,0.2,0.0,0.0,0.2,0.2,0.2,0.8,1.0,3,0.23,0.1
EMP0304,Legal,Legal Manager,High,1,85,10,9,1,1,1,7,3,3,0,0.2994,277.4286,0.0,0.9,0.1,0.1,0.1,0.7,0.3,0.3,0.7,2.3333,3,0.15,0.7
EMP0305,Finance,Accountant,High,1,84,10,9,1,1,1,4,3,3,1,0.2319,319.0,0.0,0.9,0.1,0.1,0.1,0.4,0.3,0.3,0.7,1.3333,3,0.16,0.4
EMP0306,Executive,Director,Privileged,1,90,10,5,1,1,1,5,4,4,0,0.2546,139.0,0.0,0.5,0.1,0.1,0.1,0.5,0.4,0.4,0.6,1.25,4,0.1,0.5
EMP0307,Executive,Vice President,Privileged,1,83,10,8,2,0,0,8,4,4,0,0.2635,277.875,0.0,0.8,0.2,0.0,0.0,0.8,0.4,0.4,0.6,2.0,4,0.17,0.8
EMP0308,Marketing,Digital Marketing Analyst,Medium,1,80,10,7,2,1,1,5,3,3,0,0.1864,219.8,0.0,0.7,0.2,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,2,0.2,0.5
EMP0309,Sales,Sales Manager,Low,0,65,10,8,2,0,2,4,3,3,0,0.3154,221.0,0.0,0.8,0.2,0.0,0.2,0.4,0.3,0.3,0.7,1.3333,1,0.35,0.2
EMP0310,Marketing,Marketing Specialist,Medium,1,90,10,8,0,0,0,8,1,1,0,0.2793,280.625,0.0,0.8,0.0,0.0,0.0,0.8,0.1,0.1,0.9,3.0,2,0.1,0.8
EMP0311,Finance,Accountant,High,1,78,10,9,1,1,1,6,3,3,1,0.313,279.8333,1.0,0.9,0.1,0.1,0.1,0.6,0.3,0.3,0.7,2.0,3,0.22,0.6
EMP0312,Marketing,Digital Marketing Analyst,Low,1,78,10,6,1,1,1,5,2,2,0,0.1677,198.2,0.0,0.6,0.1,0.1,0.1,0.5,0.2,0.2,0.8,2.5,1,0.22,0.5
EMP0313,Executive,Director,High,1,72,10,7,0,0,0,6,0,0,0,0.164,181.1667,0.0,0.7,0.0,0.0,0.0,0.6,0.0,0.0,1.0,3.0,3,0.28,0.6
EMP0314,Legal,Legal Assistant,High,1,74,10,5,0,0,0,3,5,5,0,0.3593,138.3333,0.0,0.5,0.0,0.0,0.0,0.3,0.5,0.5,0.5,0.6,3,0.26,0.3
EMP0315,Human Resources,HR Manager,High,1,75,10,9,3,0,2,5,3,3,2,0.3313,231.0,0.5,0.9,0.3,0.0,0.2,0.5,0.3,0.3,0.7,1.6667,3,0.25,0.5
EMP0316,Finance,Finance Manager,Medium,1,72,10,6,2,0,0,5,2,2,1,0.2589,225.8,0.0,0.6,0.2,0.0,0.0,0.5,0.2,0.2,0.8,2.5,2,0.28,0.5
EMP0317,Marketing,Marketing Manager,Low,1,81,10,8,0,0,0,7,1,1,0,0.2963,345.8571,0.0,0.8,0.0,0.0,0.0,0.7,0.1,0.1,0.9,3.0,1,0.19,0.7
EMP0318,Human Resources,Recruiter,High,0,88,10,8,0,2,0,5,3,3,2,0.3107,319.4,0.5,0.8,0.0,0.2,0.0,0.5,0.3,0.3,0.7,1.6667,3,0.12,0.25
EMP0319,Legal,Legal Manager,High,0,78,10,8,2,2,1,4,6,6,0,0.3758,109.75,0.0,0.8,0.2,0.2,0.1,0.4,0.6,0.6,0.4,0.6667,3,0.22,0.2
EMP0320,Human Resources,Recruiter,High,1,90,10,9,0,0,0,7,0,0,2,0.1801,364.4286,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.0,1.0,3.0,3,0.1,0.7
EMP0321,Legal,Legal Manager,High,1,71,10,9,2,2,0,3,4,4,0,0.2913,281.3333,0.0,0.9,0.2,0.2,0.0,0.3,0.4,0.4,0.6,0.75,3,0.29,0.3
EMP0322,Finance,Finance Manager,Medium,1,94,10,8,1,0,1,6,1,1,1,0.263,456.5,0.0,0.8,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,2,0.06,0.6
EMP0323,Sales,Sales Manager,Medium,1,72,10,9,3,1,1,5,4,4,0,0.3699,206.2,0.0,0.9,0.3,0.1,0.1,0.5,0.4,0.4,0.6,1.25,2,0.28,0.5
EMP0324,Sales,Sales Manager,Low,1,95,10,8,0,2,0,2,3,3,0,0.248,209.0,0.0,0.8,0.0,0.2,0.0,0.2,0.3,0.3,0.7,0.6667,1,0.05,0.2
EMP0325,Marketing,Marketing Specialist,Low,0,61,10,10,2,0,0,1,2,2,0,0.3486,109.0,0.0,1.0,0.2,0.0,0.0,0.1,0.2,0.2,0.8,0.5,1,0.39,0.05
EMP0326,Executive,Director,Privileged,1,66,10,7,1,0,0,7,2,2,0,0.228,221.2857,0.0,0.7,0.1,0.0,0.0,0.7,0.2,0.2,0.8,3.0,4,0.34,0.7
EMP0327,Finance,Financial Analyst,High,0,77,10,8,1,0,0,5,1,1,1,0.4094,253.4,0.0,0.8,0.1,0.0,0.0,0.5,0.1,0.1,0.9,3.0,3,0.23,0.25
EMP0328,Finance,Accountant,High,1,80,10,8,2,1,1,4,3,3,1,0.2488,194.25,0.0,0.8,0.2,0.1,0.1,0.4,0.3,0.3,0.7,1.3333,3,0.2,0.4
EMP0329,Legal,Compliance Analyst,Medium,1,89,10,9,1,1,0,3,3,3,0,0.2451,272.6667,0.0,0.9,0.1,0.1,0.0,0.3,0.3,0.3,0.7,1.0,2,0.11,0.3
EMP0330,Sales,Sales Manager,Medium,1,75,10,7,1,0,0,7,1,1,0,0.2722,310.2857,0.0,0.7,0.1,0.0,0.0,0.7,0.1,0.1,0.9,3.0,2,0.25,0.7
EMP0331,Information Technology,IT Support Analyst,Medium,1,79,10,7,3,1,0,5,4,4,1,0.3648,167.4,1.0,0.7,0.3,0.1,0.0,0.5,0.4,0.4,0.6,1.25,2,0.21,0.5
EMP0332,Human Resources,HR Manager,High,1,83,10,8,1,2,0,3,3,3,2,0.2995,215.0,0.5,0.8,0.1,0.2,0.0,0.3,0.3,0.3,0.7,1.0,3,0.17,0.3
EMP0333,Sales,Account Executive,Low,1,70,10,6,2,0,1,2,2,2,0,0.2847,92.5,0.0,0.6,0.2,0.0,0.1,0.2,0.2,0.2,0.8,1.0,1,0.3,0.2
EMP0334,Sales,Account Executive,Medium,1,71,10,8,1,0,1,5,1,1,0,0.2876,229.6,0.0,0.8,0.1,0.0,0.1,0.5,0.1,0.1,0.9,3.0,2,0.29,0.5
EMP0335,Executive,Vice President,High,1,95,10,10,1,1,0,8,2,2,0,0.2347,247.0,0.0,1.0,0.1,0.1,0.0,0.8,0.2,0.2,0.8,3.0,3,0.05,0.8
EMP0336,Executive,Vice President,High,1,71,10,9,1,2,1,4,4,4,0,0.3736,384.75,0.0,0.9,0.1,0.2,0.1,0.4,0.4,0.4,0.6,1.0,3,0.29,0.4
EMP0337,Human Resources,Recruiter,High,1,80,10,9,4,0,2,6,6,6,2,0.302,238.8333,0.0,0.9,0.4,0.0,0.2,0.6,0.6,0.6,0.4,1.0,3,0.2,0.6
EMP0338,Operations,Operations Manager,Medium,1,59,10,7,3,0,2,0,6,6,0,0.3353,0.0,0.0,0.7,0.3,0.0,0.2,0.0,0.6,0.6,0.4,0.0,2,0.41,0.0
EMP0339,Operations,Operations Specialist,Medium,1,70,10,8,2,2,1,3,5,5,0,0.2873,143.0,0.0,0.8,0.2,0.2,0.1,0.3,0.5,0.5,0.5,0.6,2,0.3,0.3
EMP0340,Sales,Account Executive,Medium,1,73,10,7,1,0,0,1,2,2,0,0.3054,143.0,0.0,0.7,0.1,0.0,0.0,0.1,0.2,0.2,0.8,0.5,2,0.27,0.1
EMP0341,Human Resources,HR Specialist,High,1,85,10,9,0,0,0,4,0,0,2,0.1943,336.25,0.0,0.9,0.0,0.0,0.0,0.4,0.0,0.0,1.0,3.0,3,0.15,0.4
EMP0342,Legal,Legal Manager,High,1,100,10,10,3,1,1,5,4,4,0,0.1875,153.0,0.0,1.0,0.3,0.1,0.1,0.5,0.4,0.4,0.6,1.25,3,0.0,0.5
EMP0343,Operations,Operations Analyst,Medium,1,77,10,8,3,2,2,3,5,5,0,0.2826,241.6667,0.0,0.8,0.3,0.2,0.2,0.3,0.5,0.5,0.5,0.6,2,0.23,0.3
EMP0344,Operations,Operations Analyst,Low,1,99,10,6,1,0,0,7,3,3,0,0.2108,284.1429,0.0,0.6,0.1,0.0,0.0,0.7,0.3,0.3,0.7,2.3333,1,0.01,0.7
EMP0345,Executive,Vice President,High,0,77,10,9,4,0,2,5,4,4,0,0.371,184.4,0.0,0.9,0.4,0.0,0.2,0.5,0.4,0.4,0.6,1.25,3,0.23,0.25
EMP0346,Legal,Legal Assistant,Medium,1,92,10,9,2,0,1,8,2,2,0,0.1926,245.125,0.0,0.9,0.2,0.0,0.1,0.8,0.2,0.2,0.8,3.0,2,0.08,0.8
EMP0347,Operations,Operations Manager,Low,1,86,10,8,1,0,1,5,2,2,0,0.1963,304.2,0.0,0.8,0.1,0.0,0.1,0.5,0.2,0.2,0.8,2.5,1,0.14,0.5
EMP0348,Human Resources,HR Manager,Medium,1,100,10,8,1,0,1,7,1,1,2,0.264,194.5714,0.0,0.8,0.1,0.0,0.1,0.7,0.1,0.1,0.9,3.0,2,0.0,0.7
EMP0349,Operations,Operations Specialist,Low,1,87,10,10,2,1,1,5,3,3,0,0.3116,182.4,0.0,1.0,0.2,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,1,0.13,0.5
EMP0350,Legal,Legal Manager,Medium,1,84,10,10,1,1,0,4,2,2,0,0.3051,404.5,0.0,1.0,0.1,0.1,0.0,0.4,0.2,0.2,0.8,2.0,2,0.16,0.4
EMP0351,Human Resources,Recruiter,High,1,75,10,9,2,0,1,4,2,2,2,0.331,352.75,0.5,0.9,0.2,0.0,0.1,0.4,0.2,0.2,0.8,2.0,3,0.25,0.4
EMP0352,Marketing,Marketing Specialist,Low,1,79,10,10,1,1,1,3,2,2,0,0.222,113.0,0.0,1.0,0.1,0.1,0.1,0.3,0.2,0.2,0.8,1.5,1,0.21,0.3
EMP0353,Information Technology,Security Analyst,High,1,78,10,10,2,0,1,3,2,2,1,0.3241,390.6667,1.0,1.0,0.2,0.0,0.1,0.3,0.2,0.2,0.8,1.5,3,0.22,0.3
EMP0354,Operations,Operations Analyst,Medium,1,93,10,9,3,1,3,5,4,4,0,0.2677,160.4,0.0,0.9,0.3,0.1,0.3,0.5,0.4,0.4,0.6,1.25,2,0.07,0.5
EMP0355,Executive,Vice President,Privileged,1,61,10,7,0,1,0,5,2,2,0,0.3123,243.4,0.0,0.7,0.0,0.1,0.0,0.5,0.2,0.2,0.8,2.5,4,0.39,0.5
EMP0356,Human Resources,Recruiter,Medium,1,86,10,10,2,1,1,4,3,3,2,0.2131,299.25,0.5,1.0,0.2,0.1,0.1,0.4,0.3,0.3,0.7,1.3333,2,0.14,0.4
EMP0357,Information Technology,IT Support Analyst,Privileged,0,80,10,9,1,1,0,3,2,2,1,0.2971,386.3333,0.0,0.9,0.1,0.1,0.0,0.3,0.2,0.2,0.8,1.5,4,0.2,0.15
EMP0358,Marketing,Marketing Manager,Medium,1,96,10,8,2,0,2,7,3,3,0,0.2614,173.2857,0.0,0.8,0.2,0.0,0.2,0.7,0.3,0.3,0.7,2.3333,2,0.04,0.7
EMP0359,Human Resources,Recruiter,Medium,1,72,10,8,1,1,0,5,3,3,2,0.3542,537.4,0.0,0.8,0.1,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,2,0.28,0.5
EMP0360,Operations,Operations Manager,Low,1,80,10,6,2,0,1,5,4,4,0,0.2612,337.4,0.0,0.6,0.2,0.0,0.1,0.5,0.4,0.4,0.6,1.25,1,0.2,0.5
EMP0361,Executive,Vice President,Privileged,1,92,10,8,2,0,1,5,4,4,0,0.308,256.2,0.0,0.8,0.2,0.0,0.1,0.5,0.4,0.4,0.6,1.25,4,0.08,0.5
EMP0362,Marketing,Marketing Manager,Medium,1,59,10,9,3,1,0,1,4,4,0,0.3983,786.0,0.0,0.9,0.3,0.1,0.0,0.1,0.4,0.4,0.6,0.25,2,0.41,0.1
EMP0363,Human Resources,HR Manager,Medium,1,71,10,8,2,0,1,3,2,2,2,0.3469,322.3333,0.5,0.8,0.2,0.0,0.1,0.3,0.2,0.2,0.8,1.5,2,0.29,0.3
EMP0364,Executive,Director,Privileged,0,82,10,6,2,0,1,2,3,3,0,0.3796,157.0,0.0,0.6,0.2,0.0,0.1,0.2,0.3,0.3,0.7,0.6667,4,0.18,0.1
EMP0365,Sales,Sales Manager,Low,1,96,10,10,1,0,1,6,1,1,0,0.2041,314.0,0.0,1.0,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,1,0.04,0.6
EMP0366,Executive,Chief Officer,Privileged,1,77,10,8,1,1,0,5,2,2,0,0.3078,161.6,0.0,0.8,0.1,0.1,0.0,0.5,0.2,0.2,0.8,2.5,4,0.23,0.5
EMP0367,Marketing,Marketing Specialist,Low,1,60,10,8,1,0,1,3,2,2,0,0.2841,563.6667,0.0,0.8,0.1,0.0,0.1,0.3,0.2,0.2,0.8,1.5,1,0.4,0.3
EMP0368,Finance,Financial Analyst,High,1,51,10,6,1,0,0,5,2,2,1,0.273,314.6,0.0,0.6,0.1,0.0,0.0,0.5,0.2,0.2,0.8,2.5,3,0.49,0.5
EMP0369,Executive,Director,High,1,80,10,7,1,0,0,5,2,2,0,0.2099,290.6,0.0,0.7,0.1,0.0,0.0,0.5,0.2,0.2,0.8,2.5,3,0.2,0.5
EMP0370,Sales,Sales Manager,Low,1,71,10,10,3,0,1,5,4,4,0,0.2729,195.4,0.0,1.0,0.3,0.0,0.1,0.5,0.4,0.4,0.6,1.25,1,0.29,0.5
EMP0371,Marketing,Digital Marketing Analyst,Medium,1,85,10,7,1,0,0,6,1,1,0,0.1356,311.1667,0.0,0.7,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,2,0.15,0.6
EMP0372,Marketing,Marketing Manager,Low,1,76,10,9,3,1,2,5,5,5,0,0.2565,384.6,0.0,0.9,0.3,0.1,0.2,0.5,0.5,0.5,0.5,1.0,1,0.24,0.5
EMP0373,Marketing,Marketing Manager,Low,1,77,10,6,3,0,1,4,3,3,0,0.3138,264.0,0.0,0.6,0.3,0.0,0.1,0.4,0.3,0.3,0.7,1.3333,1,0.23,0.4
EMP0374,Executive,Chief Officer,Privileged,1,80,10,6,0,0,0,5,1,1,0,0.2009,289.0,0.0,0.6,0.0,0.0,0.0,0.5,0.1,0.1,0.9,3.0,4,0.2,0.5
EMP0375,Operations,Operations Analyst,Medium,0,62,10,9,1,1,0,3,2,2,0,0.3273,223.0,0.0,0.9,0.1,0.1,0.0,0.3,0.2,0.2,0.8,1.5,2,0.38,0.15
EMP0376,Sales,Account Executive,Medium,1,95,10,8,1,0,1,4,3,3,0,0.37,285.75,0.0,0.8,0.1,0.0,0.1,0.4,0.3,0.3,0.7,1.3333,2,0.05,0.4
EMP0377,Sales,Account Executive,Low,1,82,10,9,1,1,0,7,2,2,0,0.2611,247.5714,0.0,0.9,0.1,0.1,0.0,0.7,0.2,0.2,0.8,3.0,1,0.18,0.7
EMP0378,Legal,Legal Manager,High,1,83,10,9,3,1,1,5,5,5,0,0.2948,299.4,0.0,0.9,0.3,0.1,0.1,0.5,0.5,0.5,0.5,1.0,3,0.17,0.5
EMP0379,Finance,Accountant,High,1,80,10,8,0,1,0,3,1,1,1,0.2348,246.0,0.0,0.8,0.0,0.1,0.0,0.3,0.1,0.1,0.9,3.0,3,0.2,0.3
EMP0380,Sales,Sales Representative,Medium,1,86,10,8,2,0,0,4,3,3,0,0.3006,287.75,0.0,0.8,0.2,0.0,0.0,0.4,0.3,0.3,0.7,1.3333,2,0.14,0.4
EMP0381,Human Resources,HR Manager,Medium,0,69,10,9,4,2,3,3,6,6,2,0.3974,292.6667,1.0,0.9,0.4,0.2,0.3,0.3,0.6,0.6,0.4,0.5,2,0.31,0.15
EMP0382,Finance,Financial Analyst,High,1,99,10,10,2,0,1,4,3,3,1,0.2122,287.25,1.0,1.0,0.2,0.0,0.1,0.4,0.3,0.3,0.7,1.3333,3,0.01,0.4
EMP0383,Sales,Sales Representative,Low,1,88,10,9,1,0,0,6,1,1,0,0.173,256.5,0.0,0.9,0.1,0.0,0.0,0.6,0.1,0.1,0.9,3.0,1,0.12,0.6
EMP0384,Human Resources,HR Manager,Medium,1,70,10,9,1,1,0,4,2,2,2,0.3326,332.5,0.5,0.9,0.1,0.1,0.0,0.4,0.2,0.2,0.8,2.0,2,0.3,0.4
EMP0385,Sales,Sales Representative,Medium,0,72,10,9,0,0,0,3,2,2,0,0.3625,487.0,0.0,0.9,0.0,0.0,0.0,0.3,0.2,0.2,0.8,1.5,2,0.28,0.15
EMP0386,Information Technology,Security Analyst,Medium,1,48,10,9,2,2,1,4,5,5,1,0.3974,308.5,0.0,0.9,0.2,0.2,0.1,0.4,0.5,0.5,0.5,0.8,2,0.52,0.4
EMP0387,Operations,Operations Analyst,Low,1,66,10,8,2,1,1,4,4,4,0,0.3172,183.25,0.0,0.8,0.2,0.1,0.1,0.4,0.4,0.4,0.6,1.0,1,0.34,0.4
EMP0388,Operations,Operations Analyst,Low,1,77,10,8,1,0,1,3,2,2,0,0.2389,232.6667,0.0,0.8,0.1,0.0,0.1,0.3,0.2,0.2,0.8,1.5,1,0.23,0.3
EMP0389,Finance,Financial Analyst,Medium,1,96,10,8,0,2,0,6,3,3,1,0.2064,223.1667,1.0,0.8,0.0,0.2,0.0,0.6,0.3,0.3,0.7,2.0,2,0.04,0.6
EMP0390,Legal,Legal Assistant,High,0,88,10,9,1,1,0,6,2,2,0,0.3605,388.8333,0.0,0.9,0.1,0.1,0.0,0.6,0.2,0.2,0.8,3.0,3,0.12,0.3
EMP0391,Finance,Financial Analyst,High,1,75,10,9,2,0,1,5,3,3,1,0.2447,368.2,0.0,0.9,0.2,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,3,0.25,0.5
EMP0392,Finance,Financial Analyst,High,0,69,10,9,2,0,1,3,3,3,1,0.3812,229.0,1.0,0.9,0.2,0.0,0.1,0.3,0.3,0.3,0.7,1.0,3,0.31,0.15
EMP0393,Human Resources,HR Manager,Medium,0,99,10,7,3,0,1,6,4,4,2,0.3672,256.1667,0.0,0.7,0.3,0.0,0.1,0.6,0.4,0.4,0.6,1.5,2,0.01,0.3
EMP0394,Executive,Vice President,Privileged,1,85,10,5,1,0,0,4,2,2,0,0.274,346.0,0.0,0.5,0.1,0.0,0.0,0.4,0.2,0.2,0.8,2.0,4,0.15,0.4
EMP0395,Human Resources,Recruiter,Medium,0,94,10,7,2,0,1,4,5,5,2,0.2707,180.75,1.0,0.7,0.2,0.0,0.1,0.4,0.5,0.5,0.5,0.8,2,0.06,0.2
EMP0396,Finance,Finance Manager,High,1,89,10,9,1,1,1,6,2,2,1,0.1912,249.1667,0.0,0.9,0.1,0.1,0.1,0.6,0.2,0.2,0.8,3.0,3,0.11,0.6
EMP0397,Executive,Chief Officer,High,1,86,10,9,3,1,1,7,4,4,0,0.2971,317.7143,0.0,0.9,0.3,0.1,0.1,0.7,0.4,0.4,0.6,1.75,3,0.14,0.7
EMP0398,Finance,Accountant,High,1,82,10,7,1,0,0,9,3,3,1,0.2716,293.1111,0.0,0.7,0.1,0.0,0.0,0.9,0.3,0.3,0.7,3.0,3,0.18,0.9
EMP0399,Marketing,Marketing Manager,Low,1,93,10,7,0,0,0,6,1,1,0,0.2026,256.6667,0.0,0.7,0.0,0.0,0.0,0.6,0.1,0.1,0.9,3.0,1,0.07,0.6
