employee_id,department,role,privilege_level,risk_score,risk_level,primary_risk_driver,training_module,training_topic,training_duration_minutes,training_priority,completion_deadline_days,follow_up_simulation_days,escalation_requirement
EMP0323,Sales,Sales Manager,Medium,23.3,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0324,Sales,Sales Manager,Low,8.95,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0325,Marketing,Marketing Specialist,Low,13.05,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0326,Executive,Director,Privileged,18.32,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0327,Finance,Financial Analyst,High,11.54,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0328,Finance,Accountant,High,21.75,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0329,Legal,Compliance Analyst,Medium,14.14,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0330,Sales,Sales Manager,Medium,7.19,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0331,Information Technology,IT Support Analyst,Medium,30.98,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0332,Human Resources,HR Manager,High,23.54,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0333,Sales,Account Executive,Low,13.68,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0334,Sales,Account Executive,Medium,10.77,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0335,Executive,Vice President,High,11.23,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0336,Executive,Vice President,High,24.28,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0337,Human Resources,Recruiter,High,35.44,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0338,Operations,Operations Manager,Medium,35.72,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0339,Operations,Operations Specialist,Medium,26.14,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0340,Sales,Account Executive,Medium,13.72,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0341,Human Resources,HR Specialist,High,6.49,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0342,Legal,Legal Manager,High,23.86,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0343,Operations,Operations Analyst,Medium,29.09,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0344,Operations,Operations Analyst,Low,7.47,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0345,Executive,Vice President,High,29.96,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0346,Legal,Legal Assistant,Medium,11.72,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0347,Operations,Operations Manager,Low,8.84,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0348,Human Resources,HR Manager,Medium,6.67,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0349,Operations,Operations Specialist,Low,13.47,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0350,Legal,Legal Manager,Medium,10.98,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0351,Human Resources,Recruiter,High,24.39,Moderate,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Standard,30,60,Monitor
EMP0352,Marketing,Marketing Specialist,Low,10.63,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0353,Information Technology,Security Analyst,High,29.86,Moderate,Targeted Attack Failures,Spear Phishing and Social Engineering Defense,"Targeted phishing, executive impersonation, social engineering",40,Standard,30,60,Monitor
EMP0354,Operations,Operations Analyst,Medium,25.3,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0355,Executive,Vice President,Privileged,18.32,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0356,Human Resources,Recruiter,Medium,22.88,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0357,Information Technology,IT Support Analyst,Privileged,18.95,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0358,Marketing,Marketing Manager,Medium,17.09,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0359,Human Resources,Recruiter,Medium,14.88,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0360,Operations,Operations Manager,Low,17.37,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0361,Executive,Vice President,Privileged,26.63,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0362,Marketing,Marketing Manager,Medium,24.67,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0363,Human Resources,HR Manager,Medium,21.82,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0364,Executive,Director,Privileged,26.11,Moderate,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Standard,30,60,Monitor
EMP0365,Sales,Sales Manager,Low,4.11,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0366,Executive,Chief Officer,Privileged,18.21,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0367,Marketing,Marketing Specialist,Low,12.63,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0368,Finance,Financial Analyst,High,17.44,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0369,Executive,Director,High,14.39,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0370,Sales,Sales Manager,Low,19.89,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0371,Marketing,Digital Marketing Analyst,Medium,6.67,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0372,Marketing,Marketing Manager,Low,24.63,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0373,Marketing,Marketing Manager,Low,16.63,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0374,Executive,Chief Officer,Privileged,13.16,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0375,Operations,Operations Analyst,Medium,13.82,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0376,Sales,Account Executive,Medium,15.09,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0377,Sales,Account Executive,Low,6.11,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0378,Legal,Legal Manager,High,28.81,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0379,Finance,Accountant,High,10.7,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0380,Sales,Sales Representative,Medium,15.51,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0381,Human Resources,HR Manager,Medium,47.3,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0382,Finance,Financial Analyst,High,30.28,Moderate,Targeted Attack Failures,Spear Phishing and Social Engineering Defense,"Targeted phishing, executive impersonation, social engineering",40,Standard,30,60,Monitor
EMP0383,Sales,Sales Representative,Low,2.84,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0384,Human Resources,HR Manager,Medium,17.72,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0385,Sales,Sales Representative,Medium,11.19,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0386,Information Technology,Security Analyst,Medium,27.93,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0387,Operations,Operations Analyst,Low,19.37,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0388,Operations,Operations Analyst,Low,10.84,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0389,Finance,Financial Analyst,Medium,20.77,Moderate,Targeted Attack Failures,Spear Phishing and Social Engineering Defense,"Targeted phishing, executive impersonation, social engineering",40,Standard,30,60,Monitor
EMP0390,Legal,Legal Assistant,High,13.02,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0391,Finance,Financial Analyst,High,21.75,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0392,Finance,Financial Analyst,High,33.96,Moderate,Targeted Attack Failures,Spear Phishing and Social Engineering Defense,"Targeted phishing, executive impersonation, social engineering",40,Standard,30,60,Monitor
EMP0393,Human Resources,HR Manager,Medium,19.93,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0394,Executive,Vice President,Privileged,17.89,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0395,Human Resources,Recruiter,Medium,33.61,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0396,Finance,Finance Manager,High,15.02,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0397,Executive,Chief Officer,High,24.28,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0398,Finance,Accountant,High,15.23,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0399,Marketing,Marketing Manager,Low,0.74,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0400,Executive,Chief Officer,Privileged,24.74,Moderate,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Standard,30,60,Monitor
EMP0401,Human Resources,HR Specialist,High,31.23,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0402,Information Technology,IT Support Analyst,Medium,10.14,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0403,Operations,Operations Manager,Medium,7.82,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0404,Marketing,Marketing Manager,Medium,19.19,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0405,Executive,Chief Officer,Privileged,8.11,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0406,Human Resources,HR Manager,Medium,13.61,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0407,Sales,Account Executive,Medium,26.25,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0408,Sales,Account Executive,Medium,20.14,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0409,Executive,Vice President,Privileged,19.68,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0410,Human Resources,Recruiter,High,50.7,Critical,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Immediate,3,14,Security Team Review
EMP0411,Legal,Legal Manager,High,16.7,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0412,Legal,Legal Assistant,High,19.96,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0413,Human Resources,HR Specialist,Medium,28.77,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0414,Human Resources,Recruiter,Medium,24.14,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0415,Legal,Legal Assistant,Medium,16.67,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0416,Legal,Legal Manager,Medium,30.14,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0417,Marketing,Digital Marketing Analyst,Medium,8.56,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0418,Finance,Accountant,High,23.65,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0419,Legal,Legal Assistant,Medium,23.4,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0420,Information Technology,Security Analyst,High,37.33,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0421,Sales,Sales Representative,Medium,39.09,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0422,Legal,Legal Assistant,High,6.91,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0423,Sales,Account Executive,Low,10.21,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0424,Operations,Operations Analyst,Low,32.42,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0425,Operations,Operations Manager,Medium,30.77,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0426,Legal,Compliance Analyst,Medium,5.82,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0427,Information Technology,IT Support Analyst,Privileged,39.05,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0428,Marketing,Marketing Specialist,Low,5.26,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0429,Finance,Financial Analyst,Medium,14.67,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0430,Marketing,Digital Marketing Analyst,Medium,17.19,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0431,Legal,Legal Assistant,High,11.65,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0432,Operations,Operations Manager,Medium,14.88,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0433,Human Resources,HR Specialist,Medium,33.72,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0434,Information Technology,Security Analyst,Medium,7.51,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0435,Human Resources,Recruiter,High,15.33,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0436,Marketing,Digital Marketing Analyst,Medium,31.4,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0437,Marketing,Digital Marketing Analyst,Low,13.68,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0438,Human Resources,Recruiter,High,16.49,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0439,Human Resources,Recruiter,High,7.12,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0440,Operations,Operations Analyst,Low,11.89,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0441,Marketing,Marketing Manager,Low,0.0,Low,Training Weakness,Security Awareness Fundamentals Refresher,Core phishing awareness and safe email behavior,30,Routine,90,90,None
EMP0442,Finance,Financial Analyst,High,28.39,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0443,Sales,Sales Representative,Medium,12.88,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0444,Operations,Operations Specialist,Low,14.42,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0445,Finance,Accountant,High,15.86,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0446,Information Technology,IT Support Analyst,High,9.33,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0447,Sales,Sales Manager,Medium,9.09,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0448,Human Resources,Recruiter,Medium,27.4,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0449,Marketing,Marketing Specialist,Medium,18.14,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0450,Human Resources,Recruiter,High,39.23,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0451,Marketing,Marketing Manager,Medium,10.67,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0452,Operations,Operations Analyst,Medium,25.93,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0453,Finance,Accountant,Medium,5.4,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0454,Executive,Chief Officer,Privileged,22.11,Moderate,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Standard,30,60,Monitor
EMP0455,Human Resources,Recruiter,Medium,18.46,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0456,Sales,Account Executive,Medium,8.25,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0457,Human Resources,Recruiter,High,15.96,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0458,Legal,Legal Assistant,High,3.33,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0459,Information Technology,IT Support Analyst,Privileged,12.95,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0460,Human Resources,HR Manager,Medium,4.46,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0461,Legal,Compliance Analyst,Medium,13.72,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0462,Sales,Sales Representative,Low,15.89,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0463,Operations,Operations Analyst,Low,20.53,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0464,Information Technology,Security Analyst,Medium,17.82,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0465,Information Technology,Security Analyst,High,47.96,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0466,Executive,Chief Officer,Privileged,24.74,Moderate,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Standard,30,60,Monitor
EMP0467,Legal,Legal Manager,High,24.91,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0468,Information Technology,System Administrator,Medium,19.19,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0469,Executive,Vice President,Privileged,20.53,Moderate,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Standard,30,60,Monitor
EMP0470,Operations,Operations Manager,Low,7.47,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0471,Legal,Legal Manager,Medium,9.51,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0472,Operations,Operations Specialist,Medium,20.56,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0473,Finance,Financial Analyst,High,31.96,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0474,Operations,Operations Analyst,Low,20.11,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0475,Marketing,Digital Marketing Analyst,Low,18.53,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0476,Executive,Chief Officer,High,26.91,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0477,Legal,Legal Manager,High,12.81,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0478,Information Technology,IT Support Analyst,High,26.81,Moderate,Targeted Attack Failures,Spear Phishing and Social Engineering Defense,"Targeted phishing, executive impersonation, social engineering",40,Standard,30,60,Monitor
EMP0479,Human Resources,Recruiter,Medium,41.51,High,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,High,7,30,Manager Notification
EMP0480,Information Technology,IT Support Analyst,Medium,23.51,Moderate,Targeted Attack Failures,Spear Phishing and Social Engineering Defense,"Targeted phishing, executive impersonation, social engineering",40,Standard,30,60,Monitor
EMP0481,Executive,Vice President,High,14.07,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0482,Legal,Compliance Analyst,High,28.39,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0483,Marketing,Digital Marketing Analyst,Medium,20.98,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0484,Finance,Finance Manager,High,27.33,Moderate,Targeted Attack Failures,Spear Phishing and Social Engineering Defense,"Targeted phishing, executive impersonation, social engineering",40,Standard,30,60,Monitor
