event_id,employee_id,department,role,privilege_level,security_training_completed,previous_training_score,scenario_id,scenario_name,attack_type,difficulty,target_department,mitre_technique,targeted_department,failure_probability,email_opened,link_clicked,attachment_opened,credentials_submitted,email_reported,response_time_seconds,simulation_failed,remediation_training_assigned
EVT002546,EMP0255,Marketing,Digital Marketing Analyst,Low,1,74,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.19,1,1,0,1,1,238,1,1
EVT002547,EMP0255,Marketing,Digital Marketing Analyst,Low,1,74,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2214,1,0,0,0,0,0,0,0
EVT002548,EMP0255,Marketing,Digital Marketing Analyst,Low,1,74,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.1471,1,0,0,0,1,139,0,0
EVT002549,EMP0255,Marketing,Digital Marketing Analyst,Low,1,74,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2033,1,0,1,0,0,0,1,1
EVT002550,EMP0255,Marketing,Digital Marketing Analyst,Low,1,74,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3075,1,0,0,0,1,352,0,0
EVT002551,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2919,1,0,0,0,0,0,0,0
EVT002552,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3696,1,0,1,0,1,869,1,1
EVT002553,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2494,1,0,0,0,0,0,0,0
EVT002554,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2885,1,0,0,0,0,0,0,0
EVT002555,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3612,1,0,0,0,1,132,0,0
EVT002556,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2642,1,1,0,1,0,0,1,1
EVT002557,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,1,0.3793,1,0,0,0,0,0,0,0
EVT002558,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3029,1,1,0,0,0,0,1,1
EVT002559,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,1,0.4559,0,0,0,0,0,0,0,0
EVT002560,EMP0256,Human Resources,HR Specialist,Medium,1,64,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.259,1,1,0,1,0,0,1,1
EVT002561,EMP0257,Operations,Operations Manager,Low,1,78,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2729,0,0,0,0,1,222,0,0
EVT002562,EMP0257,Operations,Operations Manager,Low,1,78,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2522,1,0,1,0,0,0,1,1
EVT002563,EMP0257,Operations,Operations Manager,Low,1,78,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.296,1,0,0,0,1,392,1,1
EVT002564,EMP0257,Operations,Operations Manager,Low,1,78,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2619,1,0,0,0,0,0,0,0
EVT002565,EMP0257,Operations,Operations Manager,Low,1,78,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2542,1,0,0,0,1,246,0,0
EVT002566,EMP0257,Operations,Operations Manager,Low,1,78,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2037,1,0,0,0,1,269,0,0
EVT002567,EMP0257,Operations,Operations Manager,Low,1,78,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2633,1,1,0,0,0,0,1,1
EVT002568,EMP0257,Operations,Operations Manager,Low,1,78,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2609,1,1,0,0,1,416,1,1
EVT002569,EMP0257,Operations,Operations Manager,Low,1,78,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3007,1,0,0,0,1,160,0,0
EVT002570,EMP0257,Operations,Operations Manager,Low,1,78,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.402,1,0,0,0,1,125,0,0
EVT002571,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1898,1,0,0,0,1,189,0,0
EVT002572,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.1723,1,0,0,0,0,0,0,0
EVT002573,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3085,1,0,0,0,0,0,0,0
EVT002574,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.1991,1,1,0,0,0,0,1,1
EVT002575,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.1768,1,0,0,0,0,0,0,0
EVT002576,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,1,0.3704,1,0,0,0,0,0,0,0
EVT002577,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2142,1,0,0,0,0,0,0,0
EVT002578,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2294,1,0,0,0,1,394,0,0
EVT002579,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2466,1,0,1,0,1,121,1,1
EVT002580,EMP0258,Information Technology,IT Support Analyst,Medium,1,77,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.1966,1,0,0,0,1,189,0,0
EVT002581,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3468,1,0,0,0,0,0,0,0
EVT002582,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2867,1,0,0,0,1,350,0,0
EVT002583,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3029,1,0,0,0,0,0,1,1
EVT002584,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4296,1,0,0,0,0,0,0,0
EVT002585,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3475,1,0,0,0,1,72,0,0
EVT002586,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1843,0,0,0,0,1,213,0,0
EVT002587,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,1,0.369,1,0,0,0,0,0,0,0
EVT002588,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.1896,1,0,0,0,1,413,0,0
EVT002589,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,1,0.3459,1,0,1,0,0,0,1,1
EVT002590,EMP0259,Human Resources,HR Specialist,Medium,1,77,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.1937,1,0,0,0,1,679,0,0
EVT002591,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.4287,0,0,0,0,0,0,1,1
EVT002592,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.4102,1,0,1,0,0,0,1,1
EVT002593,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.4937,1,0,0,0,0,0,1,1
EVT002594,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4574,1,0,0,0,0,0,0,0
EVT002595,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.43,1,1,0,1,0,0,1,1
EVT002596,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.5003,1,0,0,0,0,0,0,0
EVT002597,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.4501,1,1,0,0,0,0,1,1
EVT002598,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.345,1,0,0,0,0,0,0,0
EVT002599,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4196,1,0,1,0,0,0,1,1
EVT002600,EMP0260,Marketing,Digital Marketing Analyst,Medium,0,71,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.4742,1,1,0,1,0,0,1,1
EVT002601,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3399,1,1,0,1,0,0,1,1
EVT002602,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2411,0,0,0,0,1,136,1,1
EVT002603,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.387,0,0,0,0,0,0,0,0
EVT002604,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4116,1,0,0,0,1,376,0,0
EVT002605,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3422,1,1,0,0,0,0,1,1
EVT002606,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.438,1,0,0,0,0,0,0,0
EVT002607,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.4497,1,0,0,0,1,147,0,0
EVT002608,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.4166,1,0,0,0,0,0,0,0
EVT002609,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4036,1,0,1,0,0,0,1,1
EVT002610,EMP0261,Operations,Operations Analyst,Low,1,46,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.425,0,0,0,0,1,153,0,0
EVT002611,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2544,1,1,0,0,1,482,1,1
EVT002612,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2337,1,0,0,0,1,167,0,0
EVT002613,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3298,1,0,0,0,1,137,0,0
EVT002614,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2126,1,0,0,0,1,146,0,0
EVT002615,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3966,1,0,0,0,1,138,0,0
EVT002616,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3026,0,0,0,0,1,114,0,0
EVT002617,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3298,0,0,0,0,1,175,0,0
EVT002618,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.1991,1,0,0,0,0,0,0,0
EVT002619,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2794,1,0,0,0,0,0,0,0
EVT002620,EMP0262,Operations,Operations Manager,Medium,1,91,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2481,1,1,0,1,0,0,1,1
EVT002621,EMP0263,Executive,Director,High,1,61,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.4223,1,1,0,1,0,0,1,1
EVT002622,EMP0263,Executive,Director,High,1,61,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.4637,1,0,1,0,0,0,1,1
EVT002623,EMP0263,Executive,Director,High,1,61,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.485,1,0,0,0,1,91,0,0
EVT002624,EMP0263,Executive,Director,High,1,61,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3895,0,0,0,0,0,0,1,1
EVT002625,EMP0263,Executive,Director,High,1,61,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.4366,1,1,0,1,0,0,1,1
EVT002626,EMP0263,Executive,Director,High,1,61,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.4376,1,1,0,1,0,0,1,1
EVT002627,EMP0263,Executive,Director,High,1,61,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3787,0,0,0,0,1,97,0,0
EVT002628,EMP0263,Executive,Director,High,1,61,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.4992,0,0,0,0,1,209,1,1
EVT002629,EMP0263,Executive,Director,High,1,61,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4788,0,0,0,0,1,633,0,0
EVT002630,EMP0263,Executive,Director,High,1,61,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.4614,1,0,0,0,0,0,0,0
EVT002631,EMP0264,Operations,Operations Manager,Low,1,68,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.095,1,0,0,0,0,0,0,0
EVT002632,EMP0264,Operations,Operations Manager,Low,1,68,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.1504,1,0,1,0,0,0,1,1
EVT002633,EMP0264,Operations,Operations Manager,Low,1,68,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.0649,1,0,0,0,1,467,0,0
EVT002634,EMP0264,Operations,Operations Manager,Low,1,68,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.1847,1,0,0,0,1,347,0,0
EVT002635,EMP0264,Operations,Operations Manager,Low,1,68,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2173,1,0,0,0,1,218,0,0
EVT002636,EMP0264,Operations,Operations Manager,Low,1,68,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2253,1,0,0,0,0,0,0,0
EVT002637,EMP0264,Operations,Operations Manager,Low,1,68,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.1394,1,0,0,0,1,170,0,0
EVT002638,EMP0264,Operations,Operations Manager,Low,1,68,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.1083,0,0,0,0,1,486,0,0
EVT002639,EMP0264,Operations,Operations Manager,Low,1,68,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.0643,1,0,0,0,0,0,0,0
EVT002640,EMP0264,Operations,Operations Manager,Low,1,68,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.1609,1,0,0,0,1,160,0,0
EVT002641,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1251,1,0,0,0,1,396,0,0
EVT002642,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2002,1,0,0,0,1,166,0,0
EVT002643,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2272,1,0,0,0,1,71,0,0
EVT002644,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.1895,1,0,0,0,1,211,0,0
EVT002645,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.0481,0,0,0,0,0,0,1,1
EVT002646,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1954,1,1,0,0,0,0,1,1
EVT002647,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.1918,1,0,0,0,0,0,0,0
EVT002648,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2221,1,0,0,0,1,721,0,0
EVT002649,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2833,1,0,0,0,1,570,0,0
EVT002650,EMP0265,Marketing,Marketing Specialist,Low,1,89,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.1774,1,0,0,0,1,693,0,0
EVT002651,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2193,1,0,0,0,1,321,0,0
EVT002652,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.1342,1,0,0,0,0,0,0,0
EVT002653,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.1327,0,0,0,0,1,168,0,0
EVT002654,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.1042,1,0,0,0,1,390,0,0
EVT002655,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2349,1,0,0,0,1,461,0,0
EVT002656,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,1,0.2994,1,1,0,1,0,0,1,1
EVT002657,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3145,0,0,0,0,1,168,1,1
EVT002658,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2219,1,0,0,0,0,0,0,0
EVT002659,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.03,1,0,0,0,1,210,0,0
EVT002660,EMP0266,Information Technology,System Administrator,Medium,1,93,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.1704,1,0,0,0,1,187,0,0
EVT002661,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2133,1,0,0,0,1,594,0,0
EVT002662,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2899,1,0,1,0,0,0,1,1
EVT002663,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2905,1,0,0,0,1,300,1,1
EVT002664,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2618,0,0,0,0,1,315,0,0
EVT002665,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2932,1,1,0,0,1,323,1,1
EVT002666,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3863,1,1,0,1,1,380,1,1
EVT002667,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,1,0.3401,1,0,0,0,0,0,0,0
EVT002668,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2907,1,1,0,0,1,146,1,1
EVT002669,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,1,0.3898,1,0,0,0,1,246,0,0
EVT002670,EMP0267,Human Resources,HR Specialist,Medium,1,71,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2739,1,0,0,0,0,0,0,0
EVT002671,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3065,0,0,0,0,0,0,0,0
EVT002672,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3568,1,0,0,0,0,0,0,0
EVT002673,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.1722,1,0,0,0,1,132,1,1
EVT002674,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2354,1,0,0,0,0,0,0,0
EVT002675,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2198,1,0,0,0,0,0,0,0
EVT002676,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3341,0,0,0,0,0,0,0,0
EVT002677,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3294,0,0,0,0,1,244,0,0
EVT002678,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2924,1,0,0,0,1,303,0,0
EVT002679,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2331,1,0,1,0,1,119,1,1
EVT002680,EMP0268,Operations,Operations Manager,Medium,1,83,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2336,1,0,0,0,1,160,0,0
EVT002681,EMP0269,Executive,Director,Privileged,1,86,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3405,1,1,0,1,0,0,1,1
EVT002682,EMP0269,Executive,Director,Privileged,1,86,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.4486,1,0,1,0,1,84,1,1
EVT002683,EMP0269,Executive,Director,Privileged,1,86,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3708,1,0,0,0,0,0,0,0
EVT002684,EMP0269,Executive,Director,Privileged,1,86,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3313,1,0,0,0,0,0,0,0
EVT002685,EMP0269,Executive,Director,Privileged,1,86,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.4694,1,1,0,1,1,189,1,1
EVT002686,EMP0269,Executive,Director,Privileged,1,86,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3052,1,0,0,0,1,195,0,0
EVT002687,EMP0269,Executive,Director,Privileged,1,86,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3778,1,1,0,0,1,227,1,1
EVT002688,EMP0269,Executive,Director,Privileged,1,86,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.382,1,0,0,0,1,418,0,0
EVT002689,EMP0269,Executive,Director,Privileged,1,86,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4142,1,0,0,0,0,0,0,0
EVT002690,EMP0269,Executive,Director,Privileged,1,86,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3521,1,1,0,1,0,0,1,1
EVT002691,EMP0270,Operations,Operations Manager,Medium,1,83,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.212,1,0,0,0,1,60,0,0
EVT002692,EMP0270,Operations,Operations Manager,Medium,1,83,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3131,0,0,0,0,1,778,0,0
